Label;Split;Style;Action;Business Object;Tags
barstools;['barstools'];AN;;;ANNO ANO
bases;['bases'];AN;;;ANNO ANO
baseballs;['baseballs'];AN;;;ANNO ANO
basements;['basements'];AN;;;ANNO ANO
basins;['basins'];AN;;;ANNO ANO
basiss;['basiss'];AN;;;ANNO ANO
baskets;['baskets'];AN;;;ANNO ANO
basketballs;['basketballs'];AN;;;ANNO ANO
basss;['basss'];AN;;;ANNO ANO
bassinets;['bassinets'];AN;;;ANNO ANO
bassoons;['bassoons'];AN;;;ANNO ANO
bats;['bats'];AN;;;ANNO ANO
baths;['baths'];AN;;;ANNO ANO
bathers;['bathers'];AN;;;ANNO ANO
bathhouses;['bathhouses'];AN;;;ANNO ANO
bathrobes;['bathrobes'];AN;;;ANNO ANO
bathrooms;['bathrooms'];AN;;;ANNO ANO
bathtubs;['bathtubs'];AN;;;ANNO ANO
batters;['batters'];AN;;;ANNO ANO
batterys;['batterys'];AN;;;ANNO ANO
battings;['battings'];AN;;;ANNO ANO
battles;['battles'];AN;;;ANNO ANO
battleships;['battleships'];AN;;;ANNO ANO
bays;['bays'];AN;;;ANNO ANO
bayous;['bayous'];AN;;;ANNO ANO
beachs;['beachs'];AN;;;ANNO ANO
beads;['beads'];AN;;;ANNO ANO
beaks;['beaks'];AN;;;ANNO ANO
beams;['beams'];AN;;;ANNO ANO
beans;['beans'];AN;;;ANNO ANO
beanies;['beanies'];AN;;;ANNO ANO
beanstalks;['beanstalks'];AN;;;ANNO ANO
bears;['bears'];AN;;;ANNO ANO
beards;['beards'];AN;;;ANNO ANO
beasts;['beasts'];AN;;;ANNO ANO
beats;['beats'];AN;;;ANNO ANO
beauticians;['beauticians'];AN;;;ANNO ANO
beautys;['beautys'];AN;;;ANNO ANO
beavers;['beavers'];AN;;;ANNO ANO
beds;['beds'];AN;;;ANNO ANO
bedrooms;['bedrooms'];AN;;;ANNO ANO
bees;['bees'];AN;;;ANNO ANO
beechs;['beechs'];AN;;;ANNO ANO
beefs;['beefs'];AN;;;ANNO ANO
beers;['beers'];AN;;;ANNO ANO
beets;['beets'];AN;;;ANNO ANO
beetles;['beetles'];AN;;;ANNO ANO
beggars;['beggars'];AN;;;ANNO ANO
beginners;['beginners'];AN;;;ANNO ANO
begonias;['begonias'];AN;;;ANNO ANO
behaviors;['behaviors'];AN;;;ANNO ANO
beheadings;['beheadings'];AN;;;ANNO ANO
behests;['behests'];AN;;;ANNO ANO
belfrys;['belfrys'];AN;;;ANNO ANO
belgians;['belgians'];AN;;;ANNO ANO
beliefs;['beliefs'];AN;;;ANNO ANO
believes;['believes'];AN;;;ANNO ANO
bells;['bells'];AN;;;ANNO ANO
belligerencys;['belligerencys'];AN;;;ANNO ANO
bellowss;['bellowss'];AN;;;ANNO ANO
bellys;['bellys'];AN;;;ANNO ANO
belts;['belts'];AN;;;ANNO ANO
benchs;['benchs'];AN;;;ANNO ANO
bends;['bends'];AN;;;ANNO ANO
beneficiarys;['beneficiarys'];AN;;;ANNO ANO
benefits;['benefits'];AN;;;ANNO ANO
bengals;['bengals'];AN;;;ANNO ANO
berets;['berets'];AN;;;ANNO ANO
berrys;['berrys'];AN;;;ANNO ANO
bestsellers;['bestsellers'];AN;;;ANNO ANO
best-sellers;['best-sellers'];AN;;;ANNO ANO
bettys;['bettys'];AN;;;ANNO ANO
beverages;['beverages'];AN;;;ANNO ANO
beyonds;['beyonds'];AN;;;ANNO ANO
bibliographys;['bibliographys'];AN;;;ANNO ANO
bicycles;['bicycles'];AN;;;ANNO ANO
bids;['bids'];AN;;;ANNO ANO
bidets;['bidets'];AN;;;ANNO ANO
bifocalss;['bifocalss'];AN;;;ANNO ANO
bigs;['bigs'];AN;;;ANNO ANO
big-rigs;['big-rigs'];AN;;;ANNO ANO
bijous;['bijous'];AN;;;ANNO ANO
bikes;['bikes'];AN;;;ANNO ANO
bikinis;['bikinis'];AN;;;ANNO ANO
bills;['bills'];AN;;;ANNO ANO
billboards;['billboards'];AN;;;ANNO ANO
bins;['bins'];AN;;;ANNO ANO
biologys;['biologys'];AN;;;ANNO ANO
biplanes;['biplanes'];AN;;;ANNO ANO
birchs;['birchs'];AN;;;ANNO ANO
birds;['birds'];AN;;;ANNO ANO
birdbaths;['birdbaths'];AN;;;ANNO ANO
birdcages;['birdcages'];AN;;;ANNO ANO
birdhouses;['birdhouses'];AN;;;ANNO ANO
bird-watchers;['bird-watchers'];AN;;;ANNO ANO
births;['births'];AN;;;ANNO ANO
birthdays;['birthdays'];AN;;;ANNO ANO
bits;['bits'];AN;;;ANNO ANO
bites;['bites'];AN;;;ANNO ANO
blacks;['blacks'];AN;;;ANNO ANO
blackberrys;['blackberrys'];AN;;;ANNO ANO
blackboards;['blackboards'];AN;;;ANNO ANO
blackfishs;['blackfishs'];AN;;;ANNO ANO
bladders;['bladders'];AN;;;ANNO ANO
blades;['blades'];AN;;;ANNO ANO
blames;['blames'];AN;;;ANNO ANO
blanks;['blanks'];AN;;;ANNO ANO
blankets;['blankets'];AN;;;ANNO ANO
blazers;['blazers'];AN;;;ANNO ANO
blights;['blights'];AN;;;ANNO ANO
blinkers;['blinkers'];AN;;;ANNO ANO
blisters;['blisters'];AN;;;ANNO ANO
blizzards;['blizzards'];AN;;;ANNO ANO
blocks;['blocks'];AN;;;ANNO ANO
blockers;['blockers'];AN;;;ANNO ANO
bloods;['bloods'];AN;;;ANNO ANO
bloodflows;['bloodflows'];AN;;;ANNO ANO
blooms;['blooms'];AN;;;ANNO ANO
bloomerss;['bloomerss'];AN;;;ANNO ANO
blossoms;['blossoms'];AN;;;ANNO ANO
blouses;['blouses'];AN;;;ANNO ANO
blows;['blows'];AN;;;ANNO ANO
blowguns;['blowguns'];AN;;;ANNO ANO
blowholes;['blowholes'];AN;;;ANNO ANO
blues;['blues'];AN;;;ANNO ANO
blueberrys;['blueberrys'];AN;;;ANNO ANO
boars;['boars'];AN;;;ANNO ANO
boards;['boards'];AN;;;ANNO ANO
boats;['boats'];AN;;;ANNO ANO
boat-buildings;['boat-buildings'];AN;;;ANNO ANO
boatloads;['boatloads'];AN;;;ANNO ANO
boatyards;['boatyards'];AN;;;ANNO ANO
bobcats;['bobcats'];AN;;;ANNO ANO
bodys;['bodys'];AN;;;ANNO ANO
bogs;['bogs'];AN;;;ANNO ANO
boleros;['boleros'];AN;;;ANNO ANO
bolts;['bolts'];AN;;;ANNO ANO
bombs;['bombs'];AN;;;ANNO ANO
bombers;['bombers'];AN;;;ANNO ANO
bondsmans;['bondsmans'];AN;;;ANNO ANO
bones;['bones'];AN;;;ANNO ANO
bongos;['bongos'];AN;;;ANNO ANO
bonnets;['bonnets'];AN;;;ANNO ANO
bonsais;['bonsais'];AN;;;ANNO ANO
bonuss;['bonuss'];AN;;;ANNO ANO
boogeymans;['boogeymans'];AN;;;ANNO ANO
books;['books'];AN;;;ANNO ANO
bookcases;['bookcases'];AN;;;ANNO ANO
bookends;['bookends'];AN;;;ANNO ANO
booklets;['booklets'];AN;;;ANNO ANO
boosters;['boosters'];AN;;;ANNO ANO
boots;['boots'];AN;;;ANNO ANO
bootees;['bootees'];AN;;;ANNO ANO
booties;['booties'];AN;;;ANNO ANO
bootss;['bootss'];AN;;;ANNO ANO
bootys;['bootys'];AN;;;ANNO ANO
borders;['borders'];AN;;;ANNO ANO
bores;['bores'];AN;;;ANNO ANO
bosoms;['bosoms'];AN;;;ANNO ANO
botanys;['botanys'];AN;;;ANNO ANO
bottles;['bottles'];AN;;;ANNO ANO
bottlings;['bottlings'];AN;;;ANNO ANO
bottoms;['bottoms'];AN;;;ANNO ANO
bottom-lines;['bottom-lines'];AN;;;ANNO ANO
boudoirs;['boudoirs'];AN;;;ANNO ANO
boughs;['boughs'];AN;;;ANNO ANO
boundarys;['boundarys'];AN;;;ANNO ANO
bows;['bows'];AN;;;ANNO ANO
bowers;['bowers'];AN;;;ANNO ANO
bowls;['bowls'];AN;;;ANNO ANO
bowlers;['bowlers'];AN;;;ANNO ANO
bowlings;['bowlings'];AN;;;ANNO ANO
bowties;['bowties'];AN;;;ANNO ANO
boxs;['boxs'];AN;;;ANNO ANO
boxers;['boxers'];AN;;;ANNO ANO
boxsprings;['boxsprings'];AN;;;ANNO ANO
boys;['boys'];AN;;;ANNO ANO
bras;['bras'];AN;;;ANNO ANO
braces;['braces'];AN;;;ANNO ANO
bracelets;['bracelets'];AN;;;ANNO ANO
brackets;['brackets'];AN;;;ANNO ANO
brains;['brains'];AN;;;ANNO ANO
brakes;['brakes'];AN;;;ANNO ANO
branchs;['branchs'];AN;;;ANNO ANO
brands;['brands'];AN;;;ANNO ANO
brandys;['brandys'];AN;;;ANNO ANO
brasss;['brasss'];AN;;;ANNO ANO
brassieres;['brassieres'];AN;;;ANNO ANO
bratwursts;['bratwursts'];AN;;;ANNO ANO
brazils;['brazils'];AN;;;ANNO ANO
breads;['breads'];AN;;;ANNO ANO
breadcrumbs;['breadcrumbs'];AN;;;ANNO ANO
breaks;['breaks'];AN;;;ANNO ANO
breakfasts;['breakfasts'];AN;;;ANNO ANO
breakpoints;['breakpoints'];AN;;;ANNO ANO
breasts;['breasts'];AN;;;ANNO ANO
breastplates;['breastplates'];AN;;;ANNO ANO
breaths;['breaths'];AN;;;ANNO ANO
breezes;['breezes'];AN;;;ANNO ANO
brians;['brians'];AN;;;ANNO ANO
briberys;['briberys'];AN;;;ANNO ANO
bricks;['bricks'];AN;;;ANNO ANO
bricklayings;['bricklayings'];AN;;;ANNO ANO
bridges;['bridges'];AN;;;ANNO ANO
briefs;['briefs'];AN;;;ANNO ANO
briefss;['briefss'];AN;;;ANNO ANO
brilliants;['brilliants'];AN;;;ANNO ANO
britishs;['britishs'];AN;;;ANNO ANO
broccolis;['broccolis'];AN;;;ANNO ANO
brochures;['brochures'];AN;;;ANNO ANO
broilers;['broilers'];AN;;;ANNO ANO
brokers;['brokers'];AN;;;ANNO ANO
bromes;['bromes'];AN;;;ANNO ANO
bronchitiss;['bronchitiss'];AN;;;ANNO ANO
broncos;['broncos'];AN;;;ANNO ANO
bronzes;['bronzes'];AN;;;ANNO ANO
broochs;['broochs'];AN;;;ANNO ANO
broods;['broods'];AN;;;ANNO ANO
brooks;['brooks'];AN;;;ANNO ANO
brooms;['brooms'];AN;;;ANNO ANO
brothers;['brothers'];AN;;;ANNO ANO
brother-in-laws;['brother-in-laws'];AN;;;ANNO ANO
brows;['brows'];AN;;;ANNO ANO
browns;['browns'];AN;;;ANNO ANO
brushs;['brushs'];AN;;;ANNO ANO
brushfires;['brushfires'];AN;;;ANNO ANO
brushings;['brushings'];AN;;;ANNO ANO
bubbles;['bubbles'];AN;;;ANNO ANO
buckets;['buckets'];AN;;;ANNO ANO
buckles;['buckles'];AN;;;ANNO ANO
buds;['buds'];AN;;;ANNO ANO
budgets;['budgets'];AN;;;ANNO ANO
buffers;['buffers'];AN;;;ANNO ANO
buffets;['buffets'];AN;;;ANNO ANO
bugs;['bugs'];AN;;;ANNO ANO
buggys;['buggys'];AN;;;ANNO ANO
bugles;['bugles'];AN;;;ANNO ANO
buildings;['buildings'];AN;;;ANNO ANO
bulbs;['bulbs'];AN;;;ANNO ANO
bulls;['bulls'];AN;;;ANNO ANO
bulldozers;['bulldozers'];AN;;;ANNO ANO
bullets;['bullets'];AN;;;ANNO ANO
bull-fighters;['bull-fighters'];AN;;;ANNO ANO
bumpers;['bumpers'];AN;;;ANNO ANO
buns;['buns'];AN;;;ANNO ANO
bunchs;['bunchs'];AN;;;ANNO ANO
bungalows;['bungalows'];AN;;;ANNO ANO
bungholes;['bungholes'];AN;;;ANNO ANO
bunkhouses;['bunkhouses'];AN;;;ANNO ANO
burglars;['burglars'];AN;;;ANNO ANO
burlesques;['burlesques'];AN;;;ANNO ANO
burmas;['burmas'];AN;;;ANNO ANO
burns;['burns'];AN;;;ANNO ANO
burn-outs;['burn-outs'];AN;;;ANNO ANO
bursts;['bursts'];AN;;;ANNO ANO
buss;['buss'];AN;;;ANNO ANO
bushs;['bushs'];AN;;;ANNO ANO
businesss;['businesss'];AN;;;ANNO ANO
busts;['busts'];AN;;;ANNO ANO
bustles;['bustles'];AN;;;ANNO ANO
butanes;['butanes'];AN;;;ANNO ANO
butchers;['butchers'];AN;;;ANNO ANO
butters;['butters'];AN;;;ANNO ANO
buttons;['buttons'];AN;;;ANNO ANO
buys;['buys'];AN;;;ANNO ANO
buyers;['buyers'];AN;;;ANNO ANO
buzzards;['buzzards'];AN;;;ANNO ANO
cabanas;['cabanas'];AN;;;ANNO ANO
cabbages;['cabbages'];AN;;;ANNO ANO
cabins;['cabins'];AN;;;ANNO ANO
cabinets;['cabinets'];AN;;;ANNO ANO
cables;['cables'];AN;;;ANNO ANO
cabooses;['cabooses'];AN;;;ANNO ANO
cacaos;['cacaos'];AN;;;ANNO ANO
cactuss;['cactuss'];AN;;;ANNO ANO
caddys;['caddys'];AN;;;ANNO ANO
cadets;['cadets'];AN;;;ANNO ANO
cafes;['cafes'];AN;;;ANNO ANO
caftans;['caftans'];AN;;;ANNO ANO
cakes;['cakes'];AN;;;ANNO ANO
calcifications;['calcifications'];AN;;;ANNO ANO
calculations;['calculations'];AN;;;ANNO ANO
calculators;['calculators'];AN;;;ANNO ANO
calculuss;['calculuss'];AN;;;ANNO ANO
calendars;['calendars'];AN;;;ANNO ANO
calfs;['calfs'];AN;;;ANNO ANO
calicos;['calicos'];AN;;;ANNO ANO
calls;['calls'];AN;;;ANNO ANO
calms;['calms'];AN;;;ANNO ANO
camels;['camels'];AN;;;ANNO ANO
cameos;['cameos'];AN;;;ANNO ANO
cameras;['cameras'];AN;;;ANNO ANO
camps;['camps'];AN;;;ANNO ANO
campaigns;['campaigns'];AN;;;ANNO ANO
campaniles;['campaniles'];AN;;;ANNO ANO
cans;['cans'];AN;;;ANNO ANO
canadas;['canadas'];AN;;;ANNO ANO
canadians;['canadians'];AN;;;ANNO ANO
canals;['canals'];AN;;;ANNO ANO
cancels;['cancels'];AN;;;ANNO ANO
cancers;['cancers'];AN;;;ANNO ANO
candelabras;['candelabras'];AN;;;ANNO ANO
candidates;['candidates'];AN;;;ANNO ANO
candles;['candles'];AN;;;ANNO ANO
candys;['candys'];AN;;;ANNO ANO
canes;['canes'];AN;;;ANNO ANO
cannons;['cannons'];AN;;;ANNO ANO
canoes;['canoes'];AN;;;ANNO ANO
canons;['canons'];AN;;;ANNO ANO
canopys;['canopys'];AN;;;ANNO ANO
canteens;['canteens'];AN;;;ANNO ANO
canvass;['canvass'];AN;;;ANNO ANO
caps;['caps'];AN;;;ANNO ANO
capes;['capes'];AN;;;ANNO ANO
capitals;['capitals'];AN;;;ANNO ANO
capitulations;['capitulations'];AN;;;ANNO ANO
capons;['capons'];AN;;;ANNO ANO
cappellettis;['cappellettis'];AN;;;ANNO ANO
cappuccinos;['cappuccinos'];AN;;;ANNO ANO
capricorns;['capricorns'];AN;;;ANNO ANO
captains;['captains'];AN;;;ANNO ANO
captions;['captions'];AN;;;ANNO ANO
cars;['cars'];AN;;;ANNO ANO
caravans;['caravans'];AN;;;ANNO ANO
carbons;['carbons'];AN;;;ANNO ANO
cards;['cards'];AN;;;ANNO ANO
cardboards;['cardboards'];AN;;;ANNO ANO
cardigans;['cardigans'];AN;;;ANNO ANO
cares;['cares'];AN;;;ANNO ANO
cargos;['cargos'];AN;;;ANNO ANO
carloads;['carloads'];AN;;;ANNO ANO
carnations;['carnations'];AN;;;ANNO ANO
carols;['carols'];AN;;;ANNO ANO
carotenes;['carotenes'];AN;;;ANNO ANO
carps;['carps'];AN;;;ANNO ANO
carpenters;['carpenters'];AN;;;ANNO ANO
carpets;['carpets'];AN;;;ANNO ANO
carports;['carports'];AN;;;ANNO ANO
carriages;['carriages'];AN;;;ANNO ANO
carriers;['carriers'];AN;;;ANNO ANO
carrots;['carrots'];AN;;;ANNO ANO
carrys;['carrys'];AN;;;ANNO ANO
carts;['carts'];AN;;;ANNO ANO
cartilages;['cartilages'];AN;;;ANNO ANO
cartloads;['cartloads'];AN;;;ANNO ANO
cartoons;['cartoons'];AN;;;ANNO ANO
cartridges;['cartridges'];AN;;;ANNO ANO
cascades;['cascades'];AN;;;ANNO ANO
cases;['cases'];AN;;;ANNO ANO
casements;['casements'];AN;;;ANNO ANO
cashs;['cashs'];AN;;;ANNO ANO
cashiers;['cashiers'];AN;;;ANNO ANO
casinos;['casinos'];AN;;;ANNO ANO
casseroles;['casseroles'];AN;;;ANNO ANO
cassocks;['cassocks'];AN;;;ANNO ANO
casts;['casts'];AN;;;ANNO ANO
castanets;['castanets'];AN;;;ANNO ANO
castanetss;['castanetss'];AN;;;ANNO ANO
castles;['castles'];AN;;;ANNO ANO
cats;['cats'];AN;;;ANNO ANO
catacombs;['catacombs'];AN;;;ANNO ANO
catamarans;['catamarans'];AN;;;ANNO ANO
categorys;['categorys'];AN;;;ANNO ANO
caterpillars;['caterpillars'];AN;;;ANNO ANO
cathedrals;['cathedrals'];AN;;;ANNO ANO
catsups;['catsups'];AN;;;ANNO ANO
cattles;['cattles'];AN;;;ANNO ANO
cauliflowers;['cauliflowers'];AN;;;ANNO ANO
causes;['causes'];AN;;;ANNO ANO
cautions;['cautions'];AN;;;ANNO ANO
caves;['caves'];AN;;;ANNO ANO
c-clamps;['c-clamps'];AN;;;ANNO ANO
cds;['cds'];AN;;;ANNO ANO
ceilings;['ceilings'];AN;;;ANNO ANO
celebrations;['celebrations'];AN;;;ANNO ANO
celeriacs;['celeriacs'];AN;;;ANNO ANO
celerys;['celerys'];AN;;;ANNO ANO
celestes;['celestes'];AN;;;ANNO ANO
cells;['cells'];AN;;;ANNO ANO
cellars;['cellars'];AN;;;ANNO ANO
cellos;['cellos'];AN;;;ANNO ANO
celsiuss;['celsiuss'];AN;;;ANNO ANO
cements;['cements'];AN;;;ANNO ANO
cemeterys;['cemeterys'];AN;;;ANNO ANO
cenotaphs;['cenotaphs'];AN;;;ANNO ANO
censuss;['censuss'];AN;;;ANNO ANO
cents;['cents'];AN;;;ANNO ANO
centenarians;['centenarians'];AN;;;ANNO ANO
centers;['centers'];AN;;;ANNO ANO
centimeters;['centimeters'];AN;;;ANNO ANO
centurions;['centurions'];AN;;;ANNO ANO
centurys;['centurys'];AN;;;ANNO ANO
cephalopods;['cephalopods'];AN;;;ANNO ANO
ceramics;['ceramics'];AN;;;ANNO ANO
cereals;['cereals'];AN;;;ANNO ANO
certifications;['certifications'];AN;;;ANNO ANO
cesspools;['cesspools'];AN;;;ANNO ANO
chadors;['chadors'];AN;;;ANNO ANO
chafes;['chafes'];AN;;;ANNO ANO
chains;['chains'];AN;;;ANNO ANO
chainstays;['chainstays'];AN;;;ANNO ANO
chairs;['chairs'];AN;;;ANNO ANO
chairlifts;['chairlifts'];AN;;;ANNO ANO
chairmans;['chairmans'];AN;;;ANNO ANO
chairpersons;['chairpersons'];AN;;;ANNO ANO
chairwomans;['chairwomans'];AN;;;ANNO ANO
chaises;['chaises'];AN;;;ANNO ANO
chalets;['chalets'];AN;;;ANNO ANO
chalices;['chalices'];AN;;;ANNO ANO
chalks;['chalks'];AN;;;ANNO ANO
champions;['champions'];AN;;;ANNO ANO
chances;['chances'];AN;;;ANNO ANO
chandeliers;['chandeliers'];AN;;;ANNO ANO
changes;['changes'];AN;;;ANNO ANO
channels;['channels'];AN;;;ANNO ANO
chaps;['chaps'];AN;;;ANNO ANO
chapels;['chapels'];AN;;;ANNO ANO
characters;['characters'];AN;;;ANNO ANO
chards;['chards'];AN;;;ANNO ANO
charges;['charges'];AN;;;ANNO ANO
charitys;['charitys'];AN;;;ANNO ANO
charlatans;['charlatans'];AN;;;ANNO ANO
charless;['charless'];AN;;;ANNO ANO
charms;['charms'];AN;;;ANNO ANO
charts;['charts'];AN;;;ANNO ANO
chastitys;['chastitys'];AN;;;ANNO ANO
chasubles;['chasubles'];AN;;;ANNO ANO
chateaus;['chateaus'];AN;;;ANNO ANO
chauffeurs;['chauffeurs'];AN;;;ANNO ANO
chauvinists;['chauvinists'];AN;;;ANNO ANO
checks;['checks'];AN;;;ANNO ANO
checkrooms;['checkrooms'];AN;;;ANNO ANO
cheeks;['cheeks'];AN;;;ANNO ANO
cheeses;['cheeses'];AN;;;ANNO ANO
cheetahs;['cheetahs'];AN;;;ANNO ANO
chefs;['chefs'];AN;;;ANNO ANO
chemistrys;['chemistrys'];AN;;;ANNO ANO
cheques;['cheques'];AN;;;ANNO ANO
cherriess;['cherriess'];AN;;;ANNO ANO
cherrys;['cherrys'];AN;;;ANNO ANO
chesss;['chesss'];AN;;;ANNO ANO
chests;['chests'];AN;;;ANNO ANO
chicks;['chicks'];AN;;;ANNO ANO
chickens;['chickens'];AN;;;ANNO ANO
chicorys;['chicorys'];AN;;;ANNO ANO
chiefs;['chiefs'];AN;;;ANNO ANO
chiffoniers;['chiffoniers'];AN;;;ANNO ANO
childs;['childs'];AN;;;ANNO ANO
childhoods;['childhoods'];AN;;;ANNO ANO
childrens;['childrens'];AN;;;ANNO ANO
chills;['chills'];AN;;;ANNO ANO
chimes;['chimes'];AN;;;ANNO ANO
chimpanzees;['chimpanzees'];AN;;;ANNO ANO
chins;['chins'];AN;;;ANNO ANO
chinas;['chinas'];AN;;;ANNO ANO
chineses;['chineses'];AN;;;ANNO ANO
chinos;['chinos'];AN;;;ANNO ANO
chipmunks;['chipmunks'];AN;;;ANNO ANO
chit-chats;['chit-chats'];AN;;;ANNO ANO
chivalrys;['chivalrys'];AN;;;ANNO ANO
chives;['chives'];AN;;;ANNO ANO
chocolates;['chocolates'];AN;;;ANNO ANO
choices;['choices'];AN;;;ANNO ANO
chokers;['chokers'];AN;;;ANNO ANO
chops;['chops'];AN;;;ANNO ANO
chopsticks;['chopsticks'];AN;;;ANNO ANO
chords;['chords'];AN;;;ANNO ANO
chowders;['chowders'];AN;;;ANNO ANO
christmass;['christmass'];AN;;;ANNO ANO
christophers;['christophers'];AN;;;ANNO ANO
chromes;['chromes'];AN;;;ANNO ANO
chromolithographs;['chromolithographs'];AN;;;ANNO ANO
chronographs;['chronographs'];AN;;;ANNO ANO
chronometers;['chronometers'];AN;;;ANNO ANO
chubs;['chubs'];AN;;;ANNO ANO
chugs;['chugs'];AN;;;ANNO ANO
churchs;['churchs'];AN;;;ANNO ANO
churns;['churns'];AN;;;ANNO ANO
cicadas;['cicadas'];AN;;;ANNO ANO
cinemas;['cinemas'];AN;;;ANNO ANO
circles;['circles'];AN;;;ANNO ANO
circulations;['circulations'];AN;;;ANNO ANO
circumferences;['circumferences'];AN;;;ANNO ANO
cirruss;['cirruss'];AN;;;ANNO ANO
citizenships;['citizenships'];AN;;;ANNO ANO
citys;['citys'];AN;;;ANNO ANO
civilisations;['civilisations'];AN;;;ANNO ANO
clams;['clams'];AN;;;ANNO ANO
clanks;['clanks'];AN;;;ANNO ANO
clapboards;['clapboards'];AN;;;ANNO ANO
clarinets;['clarinets'];AN;;;ANNO ANO
clasps;['clasps'];AN;;;ANNO ANO
classs;['classs'];AN;;;ANNO ANO
clauss;['clauss'];AN;;;ANNO ANO
claves;['claves'];AN;;;ANNO ANO
clavicles;['clavicles'];AN;;;ANNO ANO
claviers;['claviers'];AN;;;ANNO ANO
cleaners;['cleaners'];AN;;;ANNO ANO
cleats;['cleats'];AN;;;ANNO ANO
cleavages;['cleavages'];AN;;;ANNO ANO
clefs;['clefs'];AN;;;ANNO ANO
clerics;['clerics'];AN;;;ANNO ANO
clerks;['clerks'];AN;;;ANNO ANO
clicks;['clicks'];AN;;;ANNO ANO
clients;['clients'];AN;;;ANNO ANO
cliffs;['cliffs'];AN;;;ANNO ANO
climbs;['climbs'];AN;;;ANNO ANO
clips;['clips'];AN;;;ANNO ANO
clippers;['clippers'];AN;;;ANNO ANO
cloaks;['cloaks'];AN;;;ANNO ANO
cloakrooms;['cloakrooms'];AN;;;ANNO ANO
clocks;['clocks'];AN;;;ANNO ANO
clockworks;['clockworks'];AN;;;ANNO ANO
clogss;['clogss'];AN;;;ANNO ANO
cloisters;['cloisters'];AN;;;ANNO ANO
closes;['closes'];AN;;;ANNO ANO
closets;['closets'];AN;;;ANNO ANO
cloths;['cloths'];AN;;;ANNO ANO
clothess;['clothess'];AN;;;ANNO ANO
clothings;['clothings'];AN;;;ANNO ANO
clouds;['clouds'];AN;;;ANNO ANO
cloudbursts;['cloudbursts'];AN;;;ANNO ANO
cloudys;['cloudys'];AN;;;ANNO ANO
cloves;['cloves'];AN;;;ANNO ANO
clovers;['clovers'];AN;;;ANNO ANO
clubs;['clubs'];AN;;;ANNO ANO
clutchs;['clutchs'];AN;;;ANNO ANO
coachs;['coachs'];AN;;;ANNO ANO
coals;['coals'];AN;;;ANNO ANO
coasts;['coasts'];AN;;;ANNO ANO
coats;['coats'];AN;;;ANNO ANO
cobs;['cobs'];AN;;;ANNO ANO
cobwebs;['cobwebs'];AN;;;ANNO ANO
cockpits;['cockpits'];AN;;;ANNO ANO
cockroachs;['cockroachs'];AN;;;ANNO ANO
cocktails;['cocktails'];AN;;;ANNO ANO
cocoas;['cocoas'];AN;;;ANNO ANO
cods;['cods'];AN;;;ANNO ANO
codons;['codons'];AN;;;ANNO ANO
codpieces;['codpieces'];AN;;;ANNO ANO
coevolutions;['coevolutions'];AN;;;ANNO ANO
coffees;['coffees'];AN;;;ANNO ANO
coffins;['coffins'];AN;;;ANNO ANO
coils;['coils'];AN;;;ANNO ANO
coins;['coins'];AN;;;ANNO ANO
coinsurances;['coinsurances'];AN;;;ANNO ANO
cokes;['cokes'];AN;;;ANNO ANO
colds;['colds'];AN;;;ANNO ANO
coliseums;['coliseums'];AN;;;ANNO ANO
collars;['collars'];AN;;;ANNO ANO
collections;['collections'];AN;;;ANNO ANO
colleges;['colleges'];AN;;;ANNO ANO
collisions;['collisions'];AN;;;ANNO ANO
colloquias;['colloquias'];AN;;;ANNO ANO
colombias;['colombias'];AN;;;ANNO ANO
colons;['colons'];AN;;;ANNO ANO
colonisations;['colonisations'];AN;;;ANNO ANO
colonys;['colonys'];AN;;;ANNO ANO
colors;['colors'];AN;;;ANNO ANO
colts;['colts'];AN;;;ANNO ANO
columns;['columns'];AN;;;ANNO ANO
columnists;['columnists'];AN;;;ANNO ANO
combs;['combs'];AN;;;ANNO ANO
combats;['combats'];AN;;;ANNO ANO
combinations;['combinations'];AN;;;ANNO ANO
comforts;['comforts'];AN;;;ANNO ANO
comfortables;['comfortables'];AN;;;ANNO ANO
comics;['comics'];AN;;;ANNO ANO
commas;['commas'];AN;;;ANNO ANO
commands;['commands'];AN;;;ANNO ANO
commercials;['commercials'];AN;;;ANNO ANO
commissions;['commissions'];AN;;;ANNO ANO
committees;['committees'];AN;;;ANNO ANO
communicants;['communicants'];AN;;;ANNO ANO
communications;['communications'];AN;;;ANNO ANO
communitys;['communitys'];AN;;;ANNO ANO
companys;['companys'];AN;;;ANNO ANO
comparisons;['comparisons'];AN;;;ANNO ANO
competitions;['competitions'];AN;;;ANNO ANO
competitors;['competitors'];AN;;;ANNO ANO
complements;['complements'];AN;;;ANNO ANO
complexs;['complexs'];AN;;;ANNO ANO
components;['components'];AN;;;ANNO ANO
comportments;['comportments'];AN;;;ANNO ANO
composers;['composers'];AN;;;ANNO ANO
compositions;['compositions'];AN;;;ANNO ANO
composts;['composts'];AN;;;ANNO ANO
compulsions;['compulsions'];AN;;;ANNO ANO
computers;['computers'];AN;;;ANNO ANO
comradeships;['comradeships'];AN;;;ANNO ANO
concerts;['concerts'];AN;;;ANNO ANO
concretes;['concretes'];AN;;;ANNO ANO
conditions;['conditions'];AN;;;ANNO ANO
condominiums;['condominiums'];AN;;;ANNO ANO
condors;['condors'];AN;;;ANNO ANO
conductors;['conductors'];AN;;;ANNO ANO
