Label;Split;Style;Action;Business Object;Tags
fried;['fried'];DES;;;fried<>DESV,  
frightened;['frightened'];DES;;;frightened<>DESV,  
fringed;['fringed'];DES;;;fringed<>DESV,  
frisked;['frisked'];DES;;;frisked<>DESV,  
frizzed;['frizzed'];DES;;;frizzed<>DESV,  
frizzled;['frizzled'];DES;;;frizzled<>DESV,  
frolicked;['frolicked'];DES;;;frolicked<>DESV,  
frosted;['frosted'];DES;;;frosted<>DESV,  
frothed;['frothed'];DES;;;frothed<>DESV,  
frowned;['frowned'];DES;;;frowned<>DESV,  
frozen;['frozen'];DES;;;frozen<>DESV,  
fructified;['fructified'];DES;;;fructified<>DESV,  
frustrated;['frustrated'];DES;;;frustrated<>DESV,  
fucked;['fucked'];DES;;;fucked<>DESV,  
fudged;['fudged'];DES;;;fudged<>DESV,  
fuelled;['fuelled'];DES;;;fuelled<>DESV,  
fuelled;['fuelled'];DES;;;fuelled<>DESV,  
fulminated;['fulminated'];DES;;;fulminated<>DESV,  
fumbled;['fumbled'];DES;;;fumbled<>DESV,  
fumed;['fumed'];DES;;;fumed<>DESV,  
functioned;['functioned'];DES;;;functioned<>DESV,  
funded;['funded'];DES;;;funded<>DESV,  
funnelled;['funnelled'];DES;;;funnelled<>DESV,  
furbished;['furbished'];DES;;;furbished<>DESV,  
furnished;['furnished'];DES;;;furnished<>DESV,  
furthered;['furthered'];DES;;;furthered<>DESV,  
fussed;['fussed'];DES;;;fussed<>DESV,  
gabbed;['gabbed'];DES;;;gabbed<>DESV,  
gabbled;['gabbled'];DES;;;gabbled<>DESV,  
gagged;['gagged'];DES;;;gagged<>DESV,  
gained;['gained'];DES;;;gained<>DESV,  
gainsaid;['gainsaid'];DES;;;gainsaid<>DESV,  
galled;['galled'];DES;;;galled<>DESV,  
galloped;['galloped'];DES;;;galloped<>DESV,  
galvanized;['galvanized'];DES;;;galvanized<>DESV,  
gambled;['gambled'];DES;;;gambled<>DESV,  
gambolled;['gambolled'];DES;;;gambolled<>DESV,  
gambolled;['gambolled'];DES;;;gambolled<>DESV,  
gaped;['gaped'];DES;;;gaped<>DESV,  
garbled;['garbled'];DES;;;garbled<>DESV,  
gardened;['gardened'];DES;;;gardened<>DESV,  
gargled;['gargled'];DES;;;gargled<>DESV,  
garlanded;['garlanded'];DES;;;garlanded<>DESV,  
garnered;['garnered'];DES;;;garnered<>DESV,  
garnished;['garnished'];DES;;;garnished<>DESV,  
garrotted;['garrotted'];DES;;;garrotted<>DESV,  
gashed;['gashed'];DES;;;gashed<>DESV,  
gasified;['gasified'];DES;;;gasified<>DESV,  
gasped;['gasped'];DES;;;gasped<>DESV,  
gassed;['gassed'];DES;;;gassed<>DESV,  
gassed;['gassed'];DES;;;gassed<>DESV,  
gathered;['gathered'];DES;;;gathered<>DESV,  
gauged;['gauged'];DES;;;gauged<>DESV,  
gawked;['gawked'];DES;;;gawked<>DESV,  
gawped;['gawped'];DES;;;gawped<>DESV,  
gazed;['gazed'];DES;;;gazed<>DESV,  
geared;['geared'];DES;;;geared<>DESV,  
generalized;['generalized'];DES;;;generalized<>DESV,  
generated;['generated'];DES;;;generated<>DESV,  
germinated;['germinated'];DES;;;germinated<>DESV,  
gesticulated;['gesticulated'];DES;;;gesticulated<>DESV,  
ghosted;['ghosted'];DES;;;ghosted<>DESV,  
gibbered;['gibbered'];DES;;;gibbered<>DESV,  
gibed;['gibed'];DES;;;gibed<>DESV,  
giggled;['giggled'];DES;;;giggled<>DESV,  
gilt;['gilt'];DES;;;gilt<>DESV,  
gingered;['gingered'];DES;;;gingered<>DESV,  
given;['given'];DES;;;given<>DESV,  
gladdened;['gladdened'];DES;;;gladdened<>DESV,  
glanced;['glanced'];DES;;;glanced<>DESV,  
glared;['glared'];DES;;;glared<>DESV,  
glazed;['glazed'];DES;;;glazed<>DESV,  
gleamed;['gleamed'];DES;;;gleamed<>DESV,  
gleaned;['gleaned'];DES;;;gleaned<>DESV,  
glided;['glided'];DES;;;glided<>DESV,  
glimmered;['glimmered'];DES;;;glimmered<>DESV,  
glimpsed;['glimpsed'];DES;;;glimpsed<>DESV,  
glinted;['glinted'];DES;;;glinted<>DESV,  
glistened;['glistened'];DES;;;glistened<>DESV,  
glittered;['glittered'];DES;;;glittered<>DESV,  
gloated;['gloated'];DES;;;gloated<>DESV,  
glorified;['glorified'];DES;;;glorified<>DESV,  
glossed;['glossed'];DES;;;glossed<>DESV,  
glowed;['glowed'];DES;;;glowed<>DESV,  
glowered;['glowered'];DES;;;glowered<>DESV,  
glued;['glued'];DES;;;glued<>DESV,  
glutted;['glutted'];DES;;;glutted<>DESV,  
gnawn;['gnawn'];DES;;;gnawn<>DESV,  
goaded;['goaded'];DES;;;goaded<>DESV,  
gobbled;['gobbled'];DES;;;gobbled<>DESV,  
goggled;['goggled'];DES;;;goggled<>DESV,  
gone;['gone'];DES;;;gone<>DESV,  
goofed;['goofed'];DES;;;goofed<>DESV,  
gored;['gored'];DES;;;gored<>DESV,  
gorged;['gorged'];DES;;;gorged<>DESV,  
gormandized;['gormandized'];DES;;;gormandized<>DESV,  
gossipped;['gossipped'];DES;;;gossipped<>DESV,  
governed;['governed'];DES;;;governed<>DESV,  
grabbed;['grabbed'];DES;;;grabbed<>DESV,  
graced;['graced'];DES;;;graced<>DESV,  
gradated;['gradated'];DES;;;gradated<>DESV,  
graded;['graded'];DES;;;graded<>DESV,  
graduated;['graduated'];DES;;;graduated<>DESV,  
grafted;['grafted'];DES;;;grafted<>DESV,  
granted;['granted'];DES;;;granted<>DESV,  
grappled;['grappled'];DES;;;grappled<>DESV,  
grasped;['grasped'];DES;;;grasped<>DESV,  
grated;['grated'];DES;;;grated<>DESV,  
gratified;['gratified'];DES;;;gratified<>DESV,  
gravelled;['gravelled'];DES;;;gravelled<>DESV,  
gravelled;['gravelled'];DES;;;gravelled<>DESV,  
graven;['graven'];DES;;;graven<>DESV,  
gravitated;['gravitated'];DES;;;gravitated<>DESV,  
grazed;['grazed'];DES;;;grazed<>DESV,  
greased;['greased'];DES;;;greased<>DESV,  
greeted;['greeted'];DES;;;greeted<>DESV,  
greyed;['greyed'];DES;;;greyed<>DESV,  
grieved;['grieved'];DES;;;grieved<>DESV,  
grilled;['grilled'];DES;;;grilled<>DESV,  
grimaced;['grimaced'];DES;;;grimaced<>DESV,  
grinded;['grinded'];DES;;;grinded<>DESV,  
grinded;['grinded'];DES;;;grinded<>DESV,  
grinned;['grinned'];DES;;;grinned<>DESV,  
gript;['gript'];DES;;;gript<>DESV,  
grizzled;['grizzled'];DES;;;grizzled<>DESV,  
groaned;['groaned'];DES;;;groaned<>DESV,  
groomed;['groomed'];DES;;;groomed<>DESV,  
groped;['groped'];DES;;;groped<>DESV,  
grouched;['grouched'];DES;;;grouched<>DESV,  
grouped;['grouped'];DES;;;grouped<>DESV,  
groused;['groused'];DES;;;groused<>DESV,  
grovelled;['grovelled'];DES;;;grovelled<>DESV,  
grovelled;['grovelled'];DES;;;grovelled<>DESV,  
growled;['growled'];DES;;;growled<>DESV,  
grown;['grown'];DES;;;grown<>DESV,  
grubbed;['grubbed'];DES;;;grubbed<>DESV,  
grudged;['grudged'];DES;;;grudged<>DESV,  
grumbled;['grumbled'];DES;;;grumbled<>DESV,  
grunted;['grunted'];DES;;;grunted<>DESV,  
guaranteed;['guaranteed'];DES;;;guaranteed<>DESV,  
guarded;['guarded'];DES;;;guarded<>DESV,  
guessed;['guessed'];DES;;;guessed<>DESV,  
guffawed;['guffawed'];DES;;;guffawed<>DESV,  
guided;['guided'];DES;;;guided<>DESV,  
guillotined;['guillotined'];DES;;;guillotined<>DESV,  
gulped;['gulped'];DES;;;gulped<>DESV,  
gummed;['gummed'];DES;;;gummed<>DESV,  
gunned;['gunned'];DES;;;gunned<>DESV,  
gurgled;['gurgled'];DES;;;gurgled<>DESV,  
gushed;['gushed'];DES;;;gushed<>DESV,  
gutted;['gutted'];DES;;;gutted<>DESV,  
guyed;['guyed'];DES;;;guyed<>DESV,  
guzzled;['guzzled'];DES;;;guzzled<>DESV,  
gyrated;['gyrated'];DES;;;gyrated<>DESV,  
habituated;['habituated'];DES;;;habituated<>DESV,  
hacked;['hacked'];DES;;;hacked<>DESV,  
had;['had'];DES;;;had<>DESV,  
haggled;['haggled'];DES;;;haggled<>DESV,  
hailed;['hailed'];DES;;;hailed<>DESV,  
hallucinated;['hallucinated'];DES;;;hallucinated<>DESV,  
halved;['halved'];DES;;;halved<>DESV,  
hammered;['hammered'];DES;;;hammered<>DESV,  
hampered;['hampered'];DES;;;hampered<>DESV,  
hamstrung;['hamstrung'];DES;;;hamstrung<>DESV,  
handed;['handed'];DES;;;handed<>DESV,  
handicapped;['handicapped'];DES;;;handicapped<>DESV,  
handled;['handled'];DES;;;handled<>DESV,  
hankered;['hankered'];DES;;;hankered<>DESV,  
happened;['happened'];DES;;;happened<>DESV,  
harangued;['harangued'];DES;;;harangued<>DESV,  
harassed;['harassed'];DES;;;harassed<>DESV,  
harboured;['harboured'];DES;;;harboured<>DESV,  
hardened;['hardened'];DES;;;hardened<>DESV,  
hared;['hared'];DES;;;hared<>DESV,  
harked;['harked'];DES;;;harked<>DESV,  
harmed;['harmed'];DES;;;harmed<>DESV,  
harmonized;['harmonized'];DES;;;harmonized<>DESV,  
harnessed;['harnessed'];DES;;;harnessed<>DESV,  
harped;['harped'];DES;;;harped<>DESV,  
harpooned;['harpooned'];DES;;;harpooned<>DESV,  
harried;['harried'];DES;;;harried<>DESV,  
harvested;['harvested'];DES;;;harvested<>DESV,  
hashed;['hashed'];DES;;;hashed<>DESV,  
hastened;['hastened'];DES;;;hastened<>DESV,  
hatched;['hatched'];DES;;;hatched<>DESV,  
hated;['hated'];DES;;;hated<>DESV,  
hauled;['hauled'];DES;;;hauled<>DESV,  
haunted;['haunted'];DES;;;haunted<>DESV,  
hawked;['hawked'];DES;;;hawked<>DESV,  
hazarded;['hazarded'];DES;;;hazarded<>DESV,  
hazed;['hazed'];DES;;;hazed<>DESV,  
headed;['headed'];DES;;;headed<>DESV,  
headlined;['headlined'];DES;;;headlined<>DESV,  
healed;['healed'];DES;;;healed<>DESV,  
heaped;['heaped'];DES;;;heaped<>DESV,  
heard;['heard'];DES;;;heard<>DESV,  
heartened;['heartened'];DES;;;heartened<>DESV,  
heckled;['heckled'];DES;;;heckled<>DESV,  
hectored;['hectored'];DES;;;hectored<>DESV,  
hedged;['hedged'];DES;;;hedged<>DESV,  
heeded;['heeded'];DES;;;heeded<>DESV,  
heightened;['heightened'];DES;;;heightened<>DESV,  
held;['held'];DES;;;held<>DESV,  
helped;['helped'];DES;;;helped<>DESV,  
heralded;['heralded'];DES;;;heralded<>DESV,  
herded;['herded'];DES;;;herded<>DESV,  
hesitated;['hesitated'];DES;;;hesitated<>DESV,  
het;['het'];DES;;;het<>DESV,  
hewn;['hewn'];DES;;;hewn<>DESV,  
hibernated;['hibernated'];DES;;;hibernated<>DESV,  
hiccuped;['hiccuped'];DES;;;hiccuped<>DESV,  
hidden;['hidden'];DES;;;hidden<>DESV,  
highlighted;['highlighted'];DES;;;highlighted<>DESV,  
hijacked;['hijacked'];DES;;;hijacked<>DESV,  
hiked;['hiked'];DES;;;hiked<>DESV,  
hindered;['hindered'];DES;;;hindered<>DESV,  
hinged;['hinged'];DES;;;hinged<>DESV,  
hinted;['hinted'];DES;;;hinted<>DESV,  
hired;['hired'];DES;;;hired<>DESV,  
hissed;['hissed'];DES;;;hissed<>DESV,  
hit;['hit'];DES;;;hit<>DESV,  
hitched;['hitched'];DES;;;hitched<>DESV,  
hived;['hived'];DES;;;hived<>DESV,  
hoarded;['hoarded'];DES;;;hoarded<>DESV,  
hoaxed;['hoaxed'];DES;;;hoaxed<>DESV,  
hobbled;['hobbled'];DES;;;hobbled<>DESV,  
hobnobbed;['hobnobbed'];DES;;;hobnobbed<>DESV,  
hogged;['hogged'];DES;;;hogged<>DESV,  
hoisted;['hoisted'];DES;;;hoisted<>DESV,  
holed;['holed'];DES;;;holed<>DESV,  
holidayed;['holidayed'];DES;;;holidayed<>DESV,  
hollowed;['hollowed'];DES;;;hollowed<>DESV,  
homed;['homed'];DES;;;homed<>DESV,  
homogenized;['homogenized'];DES;;;homogenized<>DESV,  
honed;['honed'];DES;;;honed<>DESV,  
honeymooned;['honeymooned'];DES;;;honeymooned<>DESV,  
honored;['honored'];DES;;;honored<>DESV,  
honoured;['honoured'];DES;;;honoured<>DESV,  
hoodwinked;['hoodwinked'];DES;;;hoodwinked<>DESV,  
hooked;['hooked'];DES;;;hooked<>DESV,  
hooted;['hooted'];DES;;;hooted<>DESV,  
hoped;['hoped'];DES;;;hoped<>DESV,  
hopped;['hopped'];DES;;;hopped<>DESV,  
horrified;['horrified'];DES;;;horrified<>DESV,  
hosed;['hosed'];DES;;;hosed<>DESV,  
hospitalized;['hospitalized'];DES;;;hospitalized<>DESV,  
hounded;['hounded'];DES;;;hounded<>DESV,  
housed;['housed'];DES;;;housed<>DESV,  
hove;['hove'];DES;;;hove<>DESV,  
hovered;['hovered'];DES;;;hovered<>DESV,  
howled;['howled'];DES;;;howled<>DESV,  
huddled;['huddled'];DES;;;huddled<>DESV,  
hugged;['hugged'];DES;;;hugged<>DESV,  
humanized;['humanized'];DES;;;humanized<>DESV,  
humbled;['humbled'];DES;;;humbled<>DESV,  
humidified;['humidified'];DES;;;humidified<>DESV,  
humiliated;['humiliated'];DES;;;humiliated<>DESV,  
hummed;['hummed'];DES;;;hummed<>DESV,  
humoured;['humoured'];DES;;;humoured<>DESV,  
hung;['hung'];DES;;;hung<>DESV,  
hunted;['hunted'];DES;;;hunted<>DESV,  
hurled;['hurled'];DES;;;hurled<>DESV,  
hurried;['hurried'];DES;;;hurried<>DESV,  
hurt;['hurt'];DES;;;hurt<>DESV,  
hurtled;['hurtled'];DES;;;hurtled<>DESV,  
husbanded;['husbanded'];DES;;;husbanded<>DESV,  
hushed;['hushed'];DES;;;hushed<>DESV,  
hustled;['hustled'];DES;;;hustled<>DESV,  
hybridized;['hybridized'];DES;;;hybridized<>DESV,  
hydrated;['hydrated'];DES;;;hydrated<>DESV,  
hypnotized;['hypnotized'];DES;;;hypnotized<>DESV,  
hypothecated;['hypothecated'];DES;;;hypothecated<>DESV,  
hypothesized;['hypothesized'];DES;;;hypothesized<>DESV,  
iced;['iced'];DES;;;iced<>DESV,  
idealized;['idealized'];DES;;;idealized<>DESV,  
identified;['identified'];DES;;;identified<>DESV,  
idled;['idled'];DES;;;idled<>DESV,  
idolized;['idolized'];DES;;;idolized<>DESV,  
ignited;['ignited'];DES;;;ignited<>DESV,  
ignored;['ignored'];DES;;;ignored<>DESV,  
illuminated;['illuminated'];DES;;;illuminated<>DESV,  
illustrated;['illustrated'];DES;;;illustrated<>DESV,  
imagined;['imagined'];DES;;;imagined<>DESV,  
imbibed;['imbibed'];DES;;;imbibed<>DESV,  
imitated;['imitated'];DES;;;imitated<>DESV,  
immigrated;['immigrated'];DES;;;immigrated<>DESV,  
immobilized;['immobilized'];DES;;;immobilized<>DESV,  
immolated;['immolated'];DES;;;immolated<>DESV,  
immortalized;['immortalized'];DES;;;immortalized<>DESV,  
immunized;['immunized'];DES;;;immunized<>DESV,  
immured;['immured'];DES;;;immured<>DESV,  
impaired;['impaired'];DES;;;impaired<>DESV,  
impaled;['impaled'];DES;;;impaled<>DESV,  
imparted;['imparted'];DES;;;imparted<>DESV,  
impeached;['impeached'];DES;;;impeached<>DESV,  
impeded;['impeded'];DES;;;impeded<>DESV,  
impelled;['impelled'];DES;;;impelled<>DESV,  
imperiled;['imperiled'];DES;;;imperiled<>DESV,  
imperiled;['imperiled'];DES;;;imperiled<>DESV,  
impersonated;['impersonated'];DES;;;impersonated<>DESV,  
impinged;['impinged'];DES;;;impinged<>DESV,  
implanted;['implanted'];DES;;;implanted<>DESV,  
implemented;['implemented'];DES;;;implemented<>DESV,  
implied;['implied'];DES;;;implied<>DESV,  
imploded;['imploded'];DES;;;imploded<>DESV,  
implored;['implored'];DES;;;implored<>DESV,  
imported;['imported'];DES;;;imported<>DESV,  
importuned;['importuned'];DES;;;importuned<>DESV,  
imposed;['imposed'];DES;;;imposed<>DESV,  
impoverished;['impoverished'];DES;;;impoverished<>DESV,  
impregnated;['impregnated'];DES;;;impregnated<>DESV,  
impressed;['impressed'];DES;;;impressed<>DESV,  
imprinted;['imprinted'];DES;;;imprinted<>DESV,  
imprisoned;['imprisoned'];DES;;;imprisoned<>DESV,  
improved;['improved'];DES;;;improved<>DESV,  
improvised;['improvised'];DES;;;improvised<>DESV,  
imputed;['imputed'];DES;;;imputed<>DESV,  
inaugurated;['inaugurated'];DES;;;inaugurated<>DESV,  
incapacitated;['incapacitated'];DES;;;incapacitated<>DESV,  
incarcerated;['incarcerated'];DES;;;incarcerated<>DESV,  
incarnated;['incarnated'];DES;;;incarnated<>DESV,  
incensed;['incensed'];DES;;;incensed<>DESV,  
incinerated;['incinerated'];DES;;;incinerated<>DESV,  
incited;['incited'];DES;;;incited<>DESV,  
inclined;['inclined'];DES;;;inclined<>DESV,  
included;['included'];DES;;;included<>DESV,  
inconvenienced;['inconvenienced'];DES;;;inconvenienced<>DESV,  
incorporated;['incorporated'];DES;;;incorporated<>DESV,  
increased;['increased'];DES;;;increased<>DESV,  
incubated;['incubated'];DES;;;incubated<>DESV,  
inculcated;['inculcated'];DES;;;inculcated<>DESV,  
incurred;['incurred'];DES;;;incurred<>DESV,  
indemnified;['indemnified'];DES;;;indemnified<>DESV,  
indexed;['indexed'];DES;;;indexed<>DESV,  
indicated;['indicated'];DES;;;indicated<>DESV,  
indicted;['indicted'];DES;;;indicted<>DESV,  
individualized;['individualized'];DES;;;individualized<>DESV,  
indoctrinated;['indoctrinated'];DES;;;indoctrinated<>DESV,  
induced;['induced'];DES;;;induced<>DESV,  
indulged;['indulged'];DES;;;indulged<>DESV,  
industrialized;['industrialized'];DES;;;industrialized<>DESV,  
inebriated;['inebriated'];DES;;;inebriated<>DESV,  
infected;['infected'];DES;;;infected<>DESV,  
inferred;['inferred'];DES;;;inferred<>DESV,  
infested;['infested'];DES;;;infested<>DESV,  
infiltrated;['infiltrated'];DES;;;infiltrated<>DESV,  
inflamed;['inflamed'];DES;;;inflamed<>DESV,  
inflated;['inflated'];DES;;;inflated<>DESV,  
inflected;['inflected'];DES;;;inflected<>DESV,  
inflicted;['inflicted'];DES;;;inflicted<>DESV,  
influenced;['influenced'];DES;;;influenced<>DESV,  
informed;['informed'];DES;;;informed<>DESV,  
infringed;['infringed'];DES;;;infringed<>DESV,  
infuriated;['infuriated'];DES;;;infuriated<>DESV,  
infused;['infused'];DES;;;infused<>DESV,  
ingested;['ingested'];DES;;;ingested<>DESV,  
ingratiated;['ingratiated'];DES;;;ingratiated<>DESV,  
inhabited;['inhabited'];DES;;;inhabited<>DESV,  
inhaled;['inhaled'];DES;;;inhaled<>DESV,  
inherited;['inherited'];DES;;;inherited<>DESV,  
inhibited;['inhibited'];DES;;;inhibited<>DESV,  
initialized;['initialized'];DES;;;initialized<>DESV,  
initialled;['initialled'];DES;;;initialled<>DESV,  
initialled;['initialled'];DES;;;initialled<>DESV,  
initiated;['initiated'];DES;;;initiated<>DESV,  
injected;['injected'];DES;;;injected<>DESV,  
injured;['injured'];DES;;;injured<>DESV,  
inked;['inked'];DES;;;inked<>DESV,  
inlaid;['inlaid'];DES;;;inlaid<>DESV,  
innovated;['innovated'];DES;;;innovated<>DESV,  
inoculated;['inoculated'];DES;;;inoculated<>DESV,  
inquired;['inquired'];DES;;;inquired<>DESV,  
inscribed;['inscribed'];DES;;;inscribed<>DESV,  
inseminated;['inseminated'];DES;;;inseminated<>DESV,  
inserted;['inserted'];DES;;;inserted<>DESV,  
inset;['inset'];DES;;;inset<>DESV,  
insinuated;['insinuated'];DES;;;insinuated<>DESV,  
insisted;['insisted'];DES;;;insisted<>DESV,  
inspected;['inspected'];DES;;;inspected<>DESV,  
inspired;['inspired'];DES;;;inspired<>DESV,  
installed;['installed'];DES;;;installed<>DESV,  
instigated;['instigated'];DES;;;instigated<>DESV,  
instituted;['instituted'];DES;;;instituted<>DESV,  
institutionalized;['institutionalized'];DES;;;institutionalized<>DESV,  
instructed;['instructed'];DES;;;instructed<>DESV,  
insulated;['insulated'];DES;;;insulated<>DESV,  
insulted;['insulted'];DES;;;insulted<>DESV,  
insured;['insured'];DES;;;insured<>DESV,  
integrated;['integrated'];DES;;;integrated<>DESV,  
intended;['intended'];DES;;;intended<>DESV,  
intensified;['intensified'];DES;;;intensified<>DESV,  
interacted;['interacted'];DES;;;interacted<>DESV,  
interbred;['interbred'];DES;;;interbred<>DESV,  
intercalated;['intercalated'];DES;;;intercalated<>DESV,  
interceded;['interceded'];DES;;;interceded<>DESV,  
intercepted;['intercepted'];DES;;;intercepted<>DESV,  
interchanged;['interchanged'];DES;;;interchanged<>DESV,  
intercommunicated;['intercommunicated'];DES;;;intercommunicated<>DESV,  
interested;['interested'];DES;;;interested<>DESV,  
interfered;['interfered'];DES;;;interfered<>DESV,  
interjected;['interjected'];DES;;;interjected<>DESV,  
interlocked;['interlocked'];DES;;;interlocked<>DESV,  
intermingled;['intermingled'];DES;;;intermingled<>DESV,  
internalized;['internalized'];DES;;;internalized<>DESV,  
internationalized;['internationalized'];DES;;;internationalized<>DESV,  
interned;['interned'];DES;;;interned<>DESV,  
interpolated;['interpolated'];DES;;;interpolated<>DESV,  
interposed;['interposed'];DES;;;interposed<>DESV,  
interpreted;['interpreted'];DES;;;interpreted<>DESV,  
interred;['interred'];DES;;;interred<>DESV,  
interrogated;['interrogated'];DES;;;interrogated<>DESV,  
interrupted;['interrupted'];DES;;;interrupted<>DESV,  
intersected;['intersected'];DES;;;intersected<>DESV,  
interspersed;['interspersed'];DES;;;interspersed<>DESV,  
intertwined;['intertwined'];DES;;;intertwined<>DESV,  
intervened;['intervened'];DES;;;intervened<>DESV,  
interviewed;['interviewed'];DES;;;interviewed<>DESV,  
interwoven;['interwoven'];DES;;;interwoven<>DESV,  
intimated;['intimated'];DES;;;intimated<>DESV,  
intimidated;['intimidated'];DES;;;intimidated<>DESV,  
intoned;['intoned'];DES;;;intoned<>DESV,  
intoxicated;['intoxicated'];DES;;;intoxicated<>DESV,  
intrigued;['intrigued'];DES;;;intrigued<>DESV,  
introduced;['introduced'];DES;;;introduced<>DESV,  
intruded;['intruded'];DES;;;intruded<>DESV,  
inundated;['inundated'];DES;;;inundated<>DESV,  
inured;['inured'];DES;;;inured<>DESV,  
invaded;['invaded'];DES;;;invaded<>DESV,  
invalidated;['invalidated'];DES;;;invalidated<>DESV,  
inveighed;['inveighed'];DES;;;inveighed<>DESV,  
inveigled;['inveigled'];DES;;;inveigled<>DESV,  
invented;['invented'];DES;;;invented<>DESV,  
inverted;['inverted'];DES;;;inverted<>DESV,  
invested;['invested'];DES;;;invested<>DESV,  
investigated;['investigated'];DES;;;investigated<>DESV,  
invigorated;['invigorated'];DES;;;invigorated<>DESV,  
invited;['invited'];DES;;;invited<>DESV,  
invoiced;['invoiced'];DES;;;invoiced<>DESV,  
invoked;['invoked'];DES;;;invoked<>DESV,  
involved;['involved'];DES;;;involved<>DESV,  
irked;['irked'];DES;;;irked<>DESV,  
ironed;['ironed'];DES;;;ironed<>DESV,  
irradiated;['irradiated'];DES;;;irradiated<>DESV,  
irrigated;['irrigated'];DES;;;irrigated<>DESV,  
irritated;['irritated'];DES;;;irritated<>DESV,  
isolated;['isolated'];DES;;;isolated<>DESV,  
issued;['issued'];DES;;;issued<>DESV,  
itched;['itched'];DES;;;itched<>DESV,  
itemized;['itemized'];DES;;;itemized<>DESV,  
iterated;['iterated'];DES;;;iterated<>DESV,  
jabbed;['jabbed'];DES;;;jabbed<>DESV,  
jabbered;['jabbered'];DES;;;jabbered<>DESV,  
jammed;['jammed'];DES;;;jammed<>DESV,  
jangled;['jangled'];DES;;;jangled<>DESV,  
jarred;['jarred'];DES;;;jarred<>DESV,  
jeered;['jeered'];DES;;;jeered<>DESV,  
jelled;['jelled'];DES;;;jelled<>DESV,  
jeopardized;['jeopardized'];DES;;;jeopardized<>DESV,  
jerked;['jerked'];DES;;;jerked<>DESV,  
jested;['jested'];DES;;;jested<>DESV,  
jetted;['jetted'];DES;;;jetted<>DESV,  
jettisoned;['jettisoned'];DES;;;jettisoned<>DESV,  
jibbed;['jibbed'];DES;;;jibbed<>DESV,  
jibed;['jibed'];DES;;;jibed<>DESV,  
jigged;['jigged'];DES;;;jigged<>DESV,  
jiggled;['jiggled'];DES;;;jiggled<>DESV,  
jilted;['jilted'];DES;;;jilted<>DESV,  
jingled;['jingled'];DES;;;jingled<>DESV,  
jockeyed;['jockeyed'];DES;;;jockeyed<>DESV,  
jogged;['jogged'];DES;;;jogged<>DESV,  
joggled;['joggled'];DES;;;joggled<>DESV,  
joined;['joined'];DES;;;joined<>DESV,  
joked;['joked'];DES;;;joked<>DESV,  
jollied;['jollied'];DES;;;jollied<>DESV,  
jolted;['jolted'];DES;;;jolted<>DESV,  
joshed;['joshed'];DES;;;joshed<>DESV,  
jotted;['jotted'];DES;;;jotted<>DESV,  
journeyed;['journeyed'];DES;;;journeyed<>DESV,  
judged;['judged'];DES;;;judged<>DESV,  
juggled;['juggled'];DES;;;juggled<>DESV,  
jumbled;['jumbled'];DES;;;jumbled<>DESV,  
jumped;['jumped'];DES;;;jumped<>DESV,  
junked;['junked'];DES;;;junked<>DESV,  
justified;['justified'];DES;;;justified<>DESV,  
jutted;['jutted'];DES;;;jutted<>DESV,  
juxtaposed;['juxtaposed'];DES;;;juxtaposed<>DESV,  
keeled;['keeled'];DES;;;keeled<>DESV,  
kept;['kept'];DES;;;kept<>DESV,  
keyboarded;['keyboarded'];DES;;;keyboarded<>DESV,  
keyed;['keyed'];DES;;;keyed<>DESV,  
kicked;['kicked'];DES;;;kicked<>DESV,  
kidded;['kidded'];DES;;;kidded<>DESV,  
kidnapped;['kidnapped'];DES;;;kidnapped<>DESV,  
killed;['killed'];DES;;;killed<>DESV,  
kindled;['kindled'];DES;;;kindled<>DESV,  
kissed;['kissed'];DES;;;kissed<>DESV,  
kneaded;['kneaded'];DES;;;kneaded<>DESV,  
knelt;['knelt'];DES;;;knelt<>DESV,  
knelt;['knelt'];DES;;;knelt<>DESV,  
knifed;['knifed'];DES;;;knifed<>DESV,  
knighted;['knighted'];DES;;;knighted<>DESV,  
knitted;['knitted'];DES;;;knitted<>DESV,  
knocked;['knocked'];DES;;;knocked<>DESV,  
knotted;['knotted'];DES;;;knotted<>DESV,  
known;['known'];DES;;;known<>DESV,  
kowtowed;['kowtowed'];DES;;;kowtowed<>DESV,  
labelled;['labelled'];DES;;;labelled<>DESV,  
labelled;['labelled'];DES;;;labelled<>DESV,  
laboured;['laboured'];DES;;;laboured<>DESV,  
laced;['laced'];DES;;;laced<>DESV,  
lacerated;['lacerated'];DES;;;lacerated<>DESV,  
lacked;['lacked'];DES;;;lacked<>DESV,  
lacquered;['lacquered'];DES;;;lacquered<>DESV,  
lactated;['lactated'];DES;;;lactated<>DESV,  
laden;['laden'];DES;;;laden<>DESV,  
ladled;['ladled'];DES;;;ladled<>DESV,  
lagged;['lagged'];DES;;;lagged<>DESV,  
lambasted;['lambasted'];DES;;;lambasted<>DESV,  
lamed;['lamed'];DES;;;lamed<>DESV,  
lamented;['lamented'];DES;;;lamented<>DESV,  
laminated;['laminated'];DES;;;laminated<>DESV,  
lammed;['lammed'];DES;;;lammed<>DESV,  
lampooned;['lampooned'];DES;;;lampooned<>DESV,  
landed;['landed'];DES;;;landed<>DESV,  
languished;['languished'];DES;;;languished<>DESV,  
lapsed;['lapsed'];DES;;;lapsed<>DESV,  
larded;['larded'];DES;;;larded<>DESV,  
