Model ID;Label;Split;Style;Action;Business Object;Addition;Tags
222;open template;;VO;open;template;;
13;open tlr and contact customer;;VO;open;tlr and contact customer;;
86;open tlr and contact customer;;VO;open;tlr and contact customer;;
123;open tlr: release customer pool;;VO;open;tlr: release customer pool;;
641;open tlr: release customer pool;;VO;open;tlr: release customer pool;;
674;open workitem;;VO;open;workitem;;
937;opens correct worklist;;DES;open;correct worklist;;
937;opens letter in bernardt;;DES;open;letter;;
821;operate accessory;;VO;operate;accessory;;
163;operate m2m;;VO;operate;m2m;;
229;operate m2m;;VO;operate;m2m;;
29;operate use;;VO;operate;use;;
38;operate use;;VO;operate;use;;
289;operate use;;VO;operate;use;;
847;operate use;;VO;operate;use;;
38;operational logistics management;;AN;manage;logistics operationally;;
62;operational logistics management;;AN;manage;logistics operationally;;
137;operational logistics management;;AN;manage;logistics operationally;;
146;operational logistics management;;AN;manage;logistics operationally;;
258;operational logistics management;;AN;manage;logistics operationally;;
471;operational logistics management;;AN;manage;logistics operationally;;
478;operational logistics management;;AN;manage;logistics operationally;;
495;operational logistics management;;AN;manage;logistics operationally;;
566;operational logistics management;;AN;manage;logistics operationally;;
847;operational logistics management;;AN;manage;logistics operationally;;
544;operational logistics management;;AN;manage;logistics operationally;;
292;operational logistics management;;AN;manage;logistics operationally;;
278;optional: check rma in dynaportal;;VO;check_off;;;
968;order additional devices;;VO;order;additional devices;;
651;order adsl connection;;VO;order;adsl connection;;
692;order adsl line;;VO;order;adsl line;;
549;order bugfixes;;VO;order;bugfixes;;
917;order checkout;;AN;checkout;order;;
947;order checkout;;AN;checkout;order;;
947;order checkout;;AN;checkout;order;;
536;order dark fiber connections;;VO;order;dark fiber connections;;
958;order dark fiber connections;;VO;order;dark fiber connections;;
798;order decomposition;;AN;decompose;order;;
798;order decomposition 1312545;;VO;order;decomposition 1312545;;
183;order delivery;;VO;order;delivery;;
267;order devices;;VO;order;devices;;
972;order devices;;VO;order;devices;;
962;order entry / acceptance;;VO;order;entry / acceptance;;
962;order fullfillment;;AN;fulfill;order;;
894;order handling and tracking;;AN;handling tracking;order;;
965;order handling and tracking;;AN;handling tracking;order;;
136;order hardware;;VO;order;hardware;;
776;order intake;;VO;intake;order;;
117;order intake and planning;;AN;intake planning;order;;
125;order intake and planning;;AN;intake planning;order;;
126;order intake and planning;;AN;intake planning;order;;
292;order intake and planning;;AN;intake planning;order;;
431;order intake and planning;;AN;intake planning;order;;
765;order intake and planning;;AN;intake planning;order;;
773;order intake and planning;;AN;intake planning;order;;
747;order intake and planning delivery change site connectivity;;VO;order;intake and planning delivery change site connectivity;;
114;order line;;VO;order;line;;
18;order lines and other resources;;VO;order;lines and other resources;;
433;order lte sim;;VO;order;lte sim;;
51;order new device for customer;;VO;order;new device;for customer;
955;order new handset;;VO;order;new handset;;
57;order new nfc compliant simcard;;VO;order;new nfc compliant simcard;;
58;order new nfc compliant simcard;;VO;order;new nfc compliant simcard;;
664;order new nfc sim;;VO;order;new nfc sim;;
57;order new regular simcard;;VO;order;new regular simcard;;
58;order new regular simcard;;VO;order;new regular simcard;;
57;order new simcard via web form;;VO;order;new simcard;via web form;
643;order nfc compliant sim;;VO;order;nfc compliant sim;;
644;order nfc compliant sim;;VO;order;nfc compliant sim;;
56;order nfc sim;;VO;order;nfc sim;;
56;order postpaid nfc sim;;VO;order;postpaid nfc sim;;
56;order prepaid nfc sim;;VO;order;prepaid nfc sim;;
18;order registration and confirmation;;VO;order;registration and confirmation;;
183;order registration and submission;;VO;order;registration and submission;;
643;order regular sim;;VO;order;regular sim;;
644;order regular sim;;VO;order;regular sim;;
37;order simcards;;VO;order;simcards;;
273;order simcards;;VO;order;simcards;;
924;order sims;;VO;order;sims;;
18;order specific hardware project;;VO;order;specific hardware project;;
536;order to deliver l2 cpe;;VO;order;;to deliver l2 cpe;
958;order to deliver l2 cpe;;VO;order;;to deliver l2 cpe;
995;organise progress sessions;;VO;organise;progress sessions;;
24;orp intake;;AN;intake;orp;;
959;other l2 delivery;;AN;deliver;l2 otherly;;
634;other product negotiations;;AN;negotiate;product otherly;;
782;other product negotiations;;AN;negotiate;product otherly;;
843;other product negotiations;;AN;negotiate;product otherly;;
781;outline hlpd;;VO;outline;hlpd;;
316;override validation;;VO;override;validation;;
79;overrule product status;;VO;overrule;product status;;
471;overrule product status;;VO;overrule;product status;;
337;overwrite the serviceability;;VO;overwrite;the serviceability;;
962;own and coordinate solution according to customer contract sla;;VO;own and coordinate;solution according;to customer contract sla;
647;pack and close;;VO;pack and close;;;
648;pack and close;;VO;pack and close;;;
376;package order;;VO;package;order;;
377;package order;;VO;package;order;;
378;package order;;VO;package;order;;
386;package order;;VO;package;order;;
696;package order;;VO;package;order;;
84;park case in personal ciboodle worklist;;VO;park;case;;
814;park case in personal ciboodle worklist;;VO;park;case;;
292;partner / supplier management;;AN;partner and supplier;management;;
765;partner / supplier management;;AN;partner and supplier;management;;
773;partner / supplier management;;AN;partner and supplier;management;;
292;partner / supplier management corporate;;AN;partner and supplier;management corporate;;
5;partner maintenance;;AN;maintain;partner;;
847;partner product production;;VO;partner;product production;;
292;partner settlement;;AN;settle;partner;;
765;partner settlement ef;;AN;settle;partner;;
773;partner settlement ef;;AN;settle;partner;;
79;pass on 3 tm equipment order;;VO;pass on;3 tm equipment order;;
541;pass on 3 tm equipment order;;VO;pass on;3 tm equipment order;;
12;pass on 3tm equipment order;;VO;pass on;3tm equipment order;;
58;pass on 3tm equipment order;;VO;pass on;3tm equipment order;;
154;pass payment information to adyen;;VO;pass;payment information;to adyen;
536;patch isam;;VO;patch;isam;;
786;pause collection;;VO;pause;collection;;
786;pause collection;;VO;pause;collection;;
186;pay bill;;VO;pay;bill;;
511;pay dealer commission;;VO;pay;dealer commission;;
314;pay direct debit;;VO;pay;direct debit;;
941;pay eurofiber invoice;;VO;pay;eurofiber invoice;;
894;pay for;;VO;pay for;;;
962;pay for;;VO;pay for;;;
965;pay for;;VO;pay for;;;
292;pay incollect;;VO;pay;incollect;;
65;pay po;;VO;pay;po;;
93;pay supplier;;VO;pay;supplier;;
94;pay supplier;;VO;pay;supplier;;
14;pay the amount;;VO;pay;the amount;;
221;pay using adyen;;VO;pay;;using adyen;
154;pay using credit card;;VO;pay;;;
154;pay using ideal;;VO;pay;;using ideal;
154;pay using paypal;;VO;pay;;using paypal;
65;pay vfw;;VO;pay;vfw;;
182;pbx approval;;AN;approve;pbx;;
163;perform acceptance test;;VO;perform;acceptance test;;
229;perform acceptance test;;VO;perform;acceptance test;;
985;perform additional custom activities according to fulfillment plan;;VO;perform;additional custom activities according;to fulfillment plan;
316;perform address validation;;VO;perform;address validation;;
331;perform address validation;;VO;perform;address validation;;
947;perform address validation;;VO;perform;address validation;;
21;perform an assigned product inquiry;;VO;perform;an assigned product inquiry;;
784;perform ban search;;VO;perform;ban search;;
831;perform corrective action;;VO;perform;corrective action;;
846;perform credit card authorization;;VO;perform;credit card authorization;;
65;perform credit check;;VO;perform;credit check;;
95;perform credit check;;VO;perform;credit check;;
221;perform credit check;;VO;perform;credit check;;
278;perform credit check;;VO;perform;credit check;;
392;perform credit check;;VO;perform;credit check;;
416;perform credit check;;VO;perform;credit check;;
429;perform credit check;;VO;perform;credit check;;
496;perform credit check;;VO;perform;credit check;;
885;perform credit check;;VO;perform;credit check;;
376;perform credit check csm;;VO;perform;credit check csm;;
376;perform credit check csm;;VO;perform;credit check csm;;
386;perform credit check csm;;VO;perform;credit check csm;;
386;perform credit check csm;;VO;perform;credit check csm;;
696;perform credit check csm;;VO;perform;credit check csm;;
696;perform credit check csm;;VO;perform;credit check csm;;
696;perform credit check in spice;;VO;perform;credit check;;
376;perform credit check in spice;;VO;perform;credit check;in spice;
376;perform credit check spice;;VO;perform;credit check spice;;
696;perform credit check spice;;VO;perform;credit check spice;;
31;perform creditworthyness check;;VO;perform;creditworthyness check;;
378;perform daily check of processed retentions;;VO;perform;daily check;of processed retentions;
837;perform detail intake;;VO;perform;detail intake;;
318;perform duns validation;;VO;perform;duns validation;;
376;perform dynalogic delivery;;VO;perform;dynalogic delivery;;
377;perform dynalogic delivery;;VO;perform;dynalogic delivery;;
378;perform dynalogic delivery;;VO;perform;dynalogic delivery;;
386;perform dynalogic delivery;;VO;perform;dynalogic delivery;;
696;perform dynalogic delivery;;VO;perform;dynalogic delivery;;
26;perform e2e test and regression;;VO;perform;e2e test and regression;;
26;perform e2e test for defect;;VO;perform;e2e test;for defect;
12;perform equipment delivery;;VO;perform;equipment delivery;;
58;perform equipment delivery;;VO;perform;equipment delivery;;
79;perform equipment delivery 1593756;;VO;perform;equipment delivery 1593756;;
541;perform equipment delivery 1593756;;VO;perform;equipment delivery 1593756;;
3;perform feasibility study;;VO;perform;feasibility study;;
138;perform fysical check on item;;VO;perform;fysical check;on item;
376;perform kvk check;;VO;perform;kvk check;;
696;perform kvk check;;VO;perform;kvk check;;
325;perform lan upgrade at customer;;VO;perform;lan upgrade;at customer;
985;perform non standard on site installations;;VO;perform;non standard;on site installations;
134;perform provision;;VO;perform;provision;;
378;perform retainability check automated;;VO;perform;retainability check automated;;
463;perform roll back wis;;VO;perform;roll back wis;;
334;perform sales engineering activities;;VO;perform;sales engineering activities;;
571;perform service change;;VO;perform;service change;;
337;perform serviceability check;;VO;perform;serviceability check;;
2;perform setup / configuration;;VO;perform;setup / configuration;;
228;perform site lan survey;;VO;perform;site lan survey;;
335;perform site survey;;VO;perform;site survey;;
536;perform site survey;;VO;perform;site survey;;
958;perform site survey;;VO;perform;site survey;;
336;perform site survey on site;;VO;perform;site survey;on site;
212;perform sst;;VO;perform;sst;;
975;perform standard checks;;VO;perform;standard checks;;
319;perform synchronization;;VO;perform;synchronization;;
212;perform uat;;VO;perform;uat;;
321;perform upload oem imei;;VO;perform;upload oem imei;;
119;perform validation;;VO;perform;validation;;
222;perform validation;;VO;perform;validation;;
674;perform validation check;;VO;perform;validation check;;
416;perform vom checks;;VO;perform;vom checks;;
867;performance management;;AN;manage;performance;;
949;performance management;;AN;manage;performance;;
5;periodical seat check;;AN;check;seat periodically;;
437;phase 1 preperation;;VO;phase;1 preperation;;
437;phase2 build new environment;;VO;phase2;build new environment;;
437;phase3 execute migration;;VO;phase3;execute migration;;
84;physical authentication;;AN;authenticate;physically;;
962;physical migration;;AN;migrate;physically;;
283;pick and deliver;;VO;pick and deliver;;;
854;pick and deliver;;VO;pick and deliver;;;
97;pick and pack;;VO;pick and pack;;;
496;pick and pack;;VO;pick and pack;;;
999;pick and pack;;VO;pick and pack;;;
65;pick and pack devices;;VO;pick and pack;devices;;
87;pick and pack devices;;VO;pick and pack;devices;;
236;pick and pack prepaid packages;;VO;pick and pack;prepaid packages;;
692;pick devices out of stock;;VO;pick;devices out;;
78;pick order;;VO;pick;order;;
376;pick order;;VO;pick;order;;
377;pick order;;VO;pick;order;;
378;pick order;;VO;pick;order;;
386;pick order;;VO;pick;order;;
696;pick order;;VO;pick;order;;
457;pick order: scan products;;VO;pick;order: scan products;;
848;pick order: scan products;;VO;pick;order: scan products;;
854;pick prepaid sim pack;;VO;pick;prepaid sim pack;;
496;pick sim;;VO;pick;sim;;
376;pick sim for csm;;VO;pick;sim;for csm;
386;pick sim for csm;;VO;pick;sim;for csm;
696;pick sim for csm;;VO;pick;sim;for csm;
496;pick sim for porting;;VO;pick;sim;for porting;
376;pick sim for spice;;VO;pick;sim;;
696;pick sim for spice;;VO;pick;sim;for spice;
376;pick sims for porting;;VO;pick;sims;for porting;
386;pick sims for porting;;VO;pick;sims;for porting;
696;pick sims for porting;;VO;pick;sims;for porting;
562;pick up devices at central service point;;VO;pick up;devices;at central service point;
268;pick up order;;VO;pick up;order;;
829;pick up order;;VO;pick up;order;;
482;pick up request;;VO;pick up;request;;
957;pick up request;;VO;pick up;request;;
57;pick up simcard request;;VO;pick up;simcard request;;
67;pickup case;;VO;pickup;case;;
538;pickup case;;VO;pickup;case;;
542;pickup case;;VO;pickup;case;;
598;pickup case;;VO;pickup;case;;
885;pickup case;;VO;pickup;case;;
538;pickup ciboodle case;;VO;pickup;ciboodle case;;
14;place an order;;VO;place;an order;;
645;place bill on portal;;VO;place;bill;on portal;
926;place file on sftp location;;VO;place;file;on sftp location;
139;place goods on location;;VO;place;goods;on location;
651;place router;;VO;place;router;;
7;plan activities;;VO;plan;activities;;
913;plan activities;;VO;plan;activities;;
692;plan activities with signaalplus customer;;VO;plan;activities;with signaalplus customer;
994;plan additional build;;VO;plan;additional build;;
175;plan all customer implemenation activities;;VO;plan;all customer implemenation activities;;
494;plan and monitor delivery;;VO;plan and monitor;delivery;;
496;plan appointment;;VO;plan;appointment;;
457;plan appointment with customer;;VO;plan;appointment;;
376;plan appointment with customer;;VO;plan;appointment;with customer;
377;plan appointment with customer;;VO;plan;appointment;with customer;
378;plan appointment with customer;;VO;plan;appointment;with customer;
386;plan appointment with customer;;VO;plan;appointment;with customer;
696;plan appointment with customer;;VO;plan;appointment;with customer;
848;plan appointment with customer;;VO;plan;appointment;with customer;
764;plan change;;VO;plan;change;;
997;plan change;;VO;plan;change;;
837;plan change and gegister the change on orp;;VO;plan;change and gegister the change;on orp;
185;plan cpe / connectivity delivery;;VO;plan;cpe / connectivity delivery;;
185;plan delivery and testing;;VO;plan;delivery and testing;;
114;;;;;;;
55;plan implementation;;VO;plan;implementation;;
181;plan migation and porting;;VO;plan;migation and porting;;
41;plan migration;;VO;plan;migration;;
181;plan migration / porting;;VO;plan;migration / porting;;
114;plan networkmanagement and staging;;VO;plan;networkmanagement and staging;;
114;plan order;;VO;plan;order;;
181;plan porting / resources;;VO;plan;porting / resources;;
943;plan realization;;VO;plan;realization;;
536;plan site survey;;VO;plan;site survey;;
958;plan site survey;;VO;plan;site survey;;
88;plan supplier interview;;VO;plan;supplier interview;;
185;plan support;;VO;plan;support;;
16;plan test support;;VO;plan;test support;;
185;plan test support;;VO;plan;test support;;
261;plan to finish existing stories;;VO;plan;;to finish existing stories;
888;plan unpatch pop;;VO;plan;unpatch pop;;
18;plan werkvoorbereiding;;VO;plan;werkvoorbereiding;;
543;play announcement shielded number;;VO;play;announcement shielded number;;
161;plc 21 create feasibility study configuration change;;VO;change;plc 21 create feasibility study configuration;;
381;plc 21 create feasibility study configuration change;;VO;change;plc 21 create feasibility study configuration;;
457;poll order status;;VO;poll;order status;;
314;populate bar data;;VO;populate;bar data;;
39;;;;;;;
263;;;;;;;
222;populate contact details;;VO;populate;contact details;;
1;populate group code;;VO;populate;group code;;
39;populate kvk number;;VO;populate;kvk number;;
263;populate kvk number;;VO;populate;kvk number;;
39;populate main contact details;;VO;populate;main contact details;;
263;populate main contact details;;VO;populate;main contact details;;
39;;;;;;;
263;;;;;;;
35;populate prospect details;;VO;populate;prospect details;;
192;;;;;;;
119;;;;;;;
734;populating billing cycle;;AN;populate;billing cycle;;
789;port in fixed number;;VO;port;;;
453;port in mobile numbers;;VO;port;;;
292;port in number;;VO;port;;;
496;port in number;;VO;port;;;
86;port in validation and provide port in id;;VO;port;;;
964;port in validation and provide port in id;;VO;port;;;
955;port mobile number;;VO;port;mobile number;;
292;port number;;VO;port;number;;
789;port number;;VO;port;number;;
932;port number;;VO;port;number;;
392;port number;;VO;port;number;;
649;port number on date;;VO;port;number;;
292;port out number;;VO;port;out number;;
294;portal navigation;;AN;navigate;portal;;
917;portal navigation;;AN;navigate;portal;;
954;portal navigation;;AN;navigate;portal;;
954;portal navigation;;AN;navigate;portal;;
965;portfolio management;;AN;manage;portfolio;;
376;porting in number;;VO;port;;;
386;porting in number;;VO;port;;;
696;porting in number;;VO;port;;;
645;post mail bill;;VO;post;mail bill;;
292;postdelivery billing;;AN;bill;postdelivery;;
292;predelivery billing;;AN;bill;predelivery;;
399;preferred customer support channels;;AN;channels;customer support preferredly;;
467;prepare access request;;VO;prepare;access request;;
218;prepare and deliver contract;;VO;prepare and deliver;contract;;
292;prepare bill;;VO;prepare;bill;;
33;prepare business case;;VO;prepare;business case;;
144;prepare cm for new nba offers;;VO;prepare;cm;;
181;prepare configuration and support;;VO;prepare;configuration and support;;
879;prepare cpc;;VO;prepare;cpc;;
33;prepare customer proposal;;VO;prepare;customer proposal;;
836;prepare customer service support training plan;;VO;prepare;customer service support training plan;;
214;prepare customer training plan;;VO;prepare;customer training plan;;
836;prepare distribution and sales training plan;;VO;prepare;distribution and sales training plan;;
33;prepare draft quotation;;VO;prepare;draft quotation;;
16;prepare fixed phones;;VO;prepare;fixed phones;;
292;prepare for billing wholesale;;VO;prepare for;billing wholesale;;
33;prepare full planning;;VO;prepare;full planning;;
142;prepare full planning;;VO;prepare;full planning;;
33;prepare full planning before approval;;VO;prepare;full planning before approval;;
142;prepare full planning before approval;;VO;prepare;full planning before approval;;
36;prepare implementation release one net;;VO;prepare;implementation release one net;;
41;prepare migration;;VO;prepare;migration;;
144;prepare nba for cibooldle;;VO;prepare;nba;;
563;prepare offer;;VO;prepare;offer;;
217;prepare offers;;VO;prepare;offers;;
292;prepare offers;;VO;prepare;offers;;
163;prepare onboarding;;VO;prepare;onboarding;;
229;prepare onboarding;;VO;prepare;onboarding;;
781;prepare product implementation;;VO;prepare;product implementation;;
843;prepare proposition;;VO;prepare;proposition;;
634;prepare proposition;;VO;prepare;proposition;;
782;prepare proposition;;VO;prepare;proposition;;
327;prepare quotation;;VO;prepare;quotation;;
595;prepare quote;;VO;prepare;quote;;
634;prepare quote;;VO;prepare;quote;;
843;prepare quote;;VO;prepare;quote;;
634;prepare quote request;;VO;prepare;quote request;;
843;prepare quote request;;VO;prepare;quote request;;
286;prepare return for shuttle;;VO;prepare;return;;
214;prepare sales training plan;;VO;prepare;sales training plan;;
647;prepare sealed device for shipment to arvato;;VO;prepare;sealed device;;
648;prepare sealed device for shipment to arvato;;VO;prepare;sealed device;;
16;prepare test;;VO;prepare;test;;
954;present accesories of chosen device;;VO;present;accesories;of chosen device;
775;present account;;VO;present;account;;
866;present action item;;VO;present;action item;;
954;present added accesories to list;;VO;present;added accesories;to list;
243;present additional info;;VO;present;additional info;;
243;present additional info;;VO;present;additional info;;
254;present additional info;;VO;present;additional info;;
222;present address book;;VO;present;address book;;
866;present ai;;VO;present;ai;;
127;present alternative menu option;;VO;present;alternative menu option;;
127;present alternative menu options;;VO;present;alternative menu options;;
133;;;;;;;
275;present billing information;;VO;present;billing information;;
314;present billing profile;;VO;present;billing profile;;
314;present billing profile page;;VO;present;billing profile page;;
786;present calculation screen;;VO;present;calculation screen;;
192;present call barring and screening profiles;;VO;present;call barring and screening profiles;;
4;present case;;VO;present;case;;
52;present case;;VO;present;case;;
89;present case;;VO;present;case;;
875;present case;;VO;present;case;;
313;present charge distribution page;;VO;present;charge distribution page;;
39;present company name;;VO;present;company name;;
263;present company name;;VO;present;company name;;
954;present company roles;;VO;present;company roles;;
1;present configuration page;;VO;present;configuration page;;
11;present configuration page;;VO;present;configuration page;;
16;present configuration page;;VO;present;configuration page;;
26;present configuration page;;VO;present;configuration page;;
119;present confirmation;;VO;present;confirmation;;
243;present confirmation;;VO;present;confirmation;;
31;present confirmation page;;VO;present;confirmation page;;
51;present contact;;VO;present;contact;;
222;present contact details screen;;VO;present;contact details screen;;
282;present contact role;;VO;present;contact role;;
191;present current credit balance;;VO;present;current credit balance;;
31;present default address as default;;VO;present;default address as default;;
747;present delivery status;;VO;present;delivery status;;
21;present details;;VO;present;details;;
35;present download button;;VO;present;download button;;
35;present download info button;;VO;present;download info button;;
119;present end user details screen;;VO;present;end user details screen;;
6;present end user list;;VO;present;end user list;;
168;present end user list;;VO;present;end user list;;
294;present error;;VO;present;error;;
39;present error message;;VO;present;error message;;
263;present error message;;VO;present;error message;;
39;present error notification;;VO;present;error notification;;
263;present error notification;;VO;present;error notification;;
314;present existing billing profiles;;VO;present;existing billing profiles;;
846;present failure notification;;VO;present;failure notification;;
954;present failure notification;;VO;present;failure notification;;
7;present feedback;;VO;present;feedback;;
847;present find;;VO;present;find;;
39;present full address;;VO;present;full address;;
263;present full address;;VO;present;full address;;
31;present full site address;;VO;present;full site address;;
39;present full site address;;VO;present;full site address;;
263;present full site address;;VO;present;full site address;;
275;present full site address;;VO;present;full site address;;
232;present fullfillment status;;VO;present;fullfillment status;;
46;present group types;;VO;present;group types;;
46;present groups overview;;VO;present;groups overview;;
167;present history;;VO;present;history;;
246;present incompatability notification;;VO;present;incompatability notification;;
246;present incompatability notification 2;;VO;present;incompatability notification 2;;
336;present initial proposal;;VO;present;initial proposal;;
51;present ip phone selection page;;VO;present;ip phone selection page;;
7;present label overview;;VO;present;label overview;;
426;present landing page online;;VO;present;landing page online;;
426;present landing page vfw;;VO;present;landing page vfw;;
284;present last saved cart;;VO;present;last saved cart;;
64;present login attempt failure message;;VO;present;login attempt failure message;;
64;present login failure message;;VO;present;login failure message;;
243;present login page;;VO;present;login page;;
884;present manual collection step options;;VO;present;manual collection step options;;
86;present manual completion screen;;VO;present;manual completion screen;;
543;present menu options;;VO;present;menu options;;
119;present message;;VO;present;message;;
954;present more information;;VO;present;more information;;
23;present notification;;VO;present;notification;;
31;present notification;;VO;present;notification;;
39;present notification;;VO;present;notification;;
39;present notification;;VO;present;notification;;
254;present notification;;VO;present;notification;;
263;present notification;;VO;present;notification;;
263;present notification;;VO;present;notification;;
275;present notification;;VO;present;notification;;
284;present notification;;VO;present;notification;;
954;present notification;;VO;present;notification;;
35;present notification message;;VO;present;notification message;;
573;present offer;;VO;present;offer;;
575;present offer;;VO;present;offer;;
616;present offer;;VO;present;offer;;
427;present offer summary;;VO;present;offer summary;;
336;present offers;;VO;present;offers;;
846;present one time direct debit request;;VO;present;one time direct debit request;;
294;present order id;;VO;present;order id;;
12;present order pool;;VO;present;order pool;;
58;present order pool;;VO;present;order pool;;
79;present order pool;;VO;present;order pool;;
541;present order pool;;VO;present;order pool;;
31;present order summary;;VO;present;order summary;;
775;present payment;;VO;present;payment;;
857;present payment agreements;;VO;present;payment agreements;;
119;present permissions page;;VO;present;permissions page;;
954;present price details;;VO;present;price details;;
21;present product instructions;;VO;present;product instructions;;
228;present professional services;;VO;present;professional services;;
192;present profile screen;;VO;present;profile screen;;
87;present promo proposal;;VO;present;promo proposal;;
51;present puk code;;VO;present;puk code;;
254;present quotation;;VO;present;quotation;;
954;present quotation;;VO;present;quotation;;
775;present refund details;;VO;present;refund details;;
55;present requested resource information;;VO;present;requested resource information;;
55;present requested resource information;;VO;present;requested resource information;;
51;present reset pin screen;;VO;present;reset pin screen;;
93;present resources;;VO;present;resources;;
355;present resources;;VO;present;resources;;
119;present results;;VO;present;results;;
222;present results;;VO;present;results;;
282;present results;;VO;present;results;;
613;present retention offer;;VO;present;retention offer;;
846;present screen;;VO;present;screen;;
6;present seat details;;VO;present;seat details;;
954;present seat license info and quote per commitment period;;VO;present;seat license info and quote per commitment period;;
254;present seat license information;;VO;present;seat license information;;
954;present seat license information;;VO;present;seat license information;;
64;present succesfull login message;;VO;present;succesfull login message;;
21;present technical info;;VO;present;technical info;;
31;present terms and conditions;;VO;present;terms and conditions;;
13;present tlr;;VO;present;tlr;;
86;present tlr;;VO;present;tlr;;
319;present tlr admin approval;;VO;present;tlr admin approval;;
32;present updated cart;;VO;present;updated cart;;
1;present users;;VO;present;users;;
11;present users;;VO;present;users;;
16;present users;;VO;present;users;;
26;present users;;VO;present;users;;
7;present users with selected label;;VO;present;users;;
426;present validation message;;VO;present;validation message;;
246;present warning;;VO;present;warning;;
246;present warning;;VO;present;warning;;
369;press continue transformation;;VO;press;continue transformation;;
43;press manual completion button;;VO;press;manual completion button;;
43;press manual completion button;;VO;press;manual completion button;;
887;press manual completion button;;VO;press;manual completion button;;
887;press manual completion button;;VO;press;manual completion button;;
675;prevent bar via cm;;VO;prevent;bar;via cm;
684;prevent bar via cm;;VO;prevent;bar;via cm;
61;print 1132b;;VO;print;1132b;;
579;print 1132b;;VO;print;1132b;;
319;print and send document;;VO;print and send;document;;
645;print bill;;VO;print;bill;;
291;print confirmation;;VO;print;confirmation;;
293;print confirmation;;VO;print;confirmation;;
38;print contract;;VO;print;contract;;
283;print contract;;VO;print;contract;;
326;print contract;;VO;print;contract;;
377;print contract;;VO;print;contract;;
378;print contract;;VO;print;contract;;
392;print contract;;VO;print;contract;;
457;print contract;;VO;print;contract;;
854;print contract;;VO;print;contract;;
457;print kvk;;VO;print;kvk;;
376;print kvk uittreksel;;VO;print;kvk uittreksel;;
696;print kvk uittreksel;;VO;print;kvk uittreksel;;
319;print neccessary docs;;VO;print;neccessary docs;;
848;print order checklist;;VO;print;order checklist;;
38;print pdf file;;VO;print;pdf file;;
319;print pdf locally;;VO;print;pdf locally;;
286;print receipt;;VO;print;receipt;;
112;print reminder letter;;VO;print;reminder letter;;
364;print reminder letter;;VO;print;reminder letter;;
112;print reminder letter on local printer;;VO;print;reminder letter;on local printer;
364;print reminder letter on local printer;;VO;print;reminder letter;on local printer;
97;print shipping documents;;VO;print;shipping documents;;
999;print shipping documents;;VO;print;shipping documents;;
291;print summary;;VO;print;summary;;
25;prioritise clarified stories;;VO;prioritise;clarified stories;;
238;prioritise projects;;VO;prioritise;projects;;
11;prioritize configuration change request;;VO;prioritize;configuration change request;;
8;prioritize cr;;VO;prioritize;cr;;
768;privacy compliancy check;;AN;check;privacy compliancy;;
944;problem clarification;;AN;clarification;problem;;
18;problem management;;AN;manage;problem;;
44;problem management;;AN;manage;problem;;
163;problem management;;AN;manage;problem;;
223;problem management;;AN;manage;problem;;
227;problem management;;AN;manage;problem;;
229;problem management;;AN;manage;problem;;
867;problem management;;AN;manage;problem;;
949;problem management;;AN;manage;problem;;
79;problem management;;AN;manage;problem;;
573;process acquisition order;;VO;process;acquisition order;;
575;process acquisition order;;VO;process;acquisition order;;
961;process and deliver order;;VO;process and deliver;order;;
915;process apei ids and imsis;;VO;process;apei ids and imsis;;
85;process at correct department;;VO;process;;;
835;process at correct department;;VO;process;;at correct department;
645;process bill run;;VO;process;bill run;;
974;process billing;;VO;process;billing;;
76;process case;;VO;process;case;;
63;process case;;VO;process;case;to customer pool;
692;process charging request;;VO;process;charging request;;
119;process correct entries;;VO;process;correct entries;;
222;process correct entries;;VO;process;correct entries;;
18;process customer case mobidm migration;;VO;process;customer case mobidm migration;;
227;process customer case rcs e;;VO;process;customer case rcs e;;
18;process customer case vsdm;;VO;process;customer case vsdm;;
84;process customer complaint;;VO;process;customer complaint;;
814;process customer complaint;;VO;process;customer complaint;;
524;process delivery handsets;;VO;process;delivery handsets;;
8;process domain 2;;VO;process;domain 2;;
19;process domain 2;;VO;process;domain 2;;
33;process domain 2;;VO;process;domain 2;;
41;process domain 2;;VO;process;domain 2;;
47;process domain 2;;VO;process;domain 2;;
47;process domain 2;;VO;process;domain 2;;
54;process domain 2;;VO;process;domain 2;;
199;process domain 2;;VO;process;domain 2;;
446;process domain 2;;VO;process;domain 2;;
518;process domain 2;;VO;process;domain 2;;
521;process domain 2;;VO;process;domain 2;;
573;;;;;;;
575;;;;;;;
573;;;;;;;
575;;;;;;;
573;process hn order;;VO;process;hn order;;
573;process hn order;;VO;process;hn order;;
575;process hn order;;VO;process;hn order;;
575;process hn order;;VO;process;hn order;;
132;process in scope unify;;VO;process;;in scope unify;
375;process in scope unify;;VO;process;;in scope unify;
18;process migration to vsdm;;VO;process;migration;to vsdm;
82;process not in scope;;VO;process;not;;
591;process not in scope;;VO;process;not;in scope;
615;process not in scope;;VO;process;not;in scope;
655;process not in scope;;VO;process;not;in scope;
765;process not in scope;;VO;process;not;in scope;
59;process not in scope;;VO;process;not;;
778;process offer;;VO;process;offer;;
139;process order;;VO;process;order;;
651;process order;;VO;process;order;;
474;process other revenues;;VO;process;other revenues;;
163;process payments;;VO;process;payments;;
229;process payments;;VO;process;payments;;
