M_ID;M_CODE;Label;Split;Checked;Style;Action;Action Mod;Business Object;VP;Tags;PARSE
562;1Ve_7suf;order bom processing;;;AN_NP;process;;order bom;true;;(ROOT (S (VP (VB order) (NP (NN bom) (NN processing)))))
361;1Pr_d4fv;manual cost forecast;;;AN_NP;forecast;manual;cost;false;;(ROOT (S (NP (JJ manual) (NN cost)) (VP (VBD forecast))))
340;1Pr_46ft;order record archiving;;;AN_NP;archive;;order record;true;;(ROOT (S (VP (VB order) (NP (NN record) (NN archiving)))))
123;1Er_ixso;manual entry of statistical key figures;;;AN_OF;enter;manual;statistical key figures;false;;(ROOT (NP (JJ manual) (NN entry) (PP (IN of) (NP (JJ statistical) (JJ key) (NNS figures)))))
125;1Er_j5sl;manual entry of statistical key figures;;;AN_OF;enter;manual;statistical key figures;false;;(ROOT (NP (JJ manual) (NN entry) (PP (IN of) (NP (JJ statistical) (JJ key) (NNS figures)))))
27;1An_l2cf;manual entry of statistical key figures;;;AN_OF;enter;manual;statistical key figures;false;;(ROOT (NP (JJ manual) (NN entry) (PP (IN of) (NP (JJ statistical) (JJ key) (NNS figures)))))
164;1Ex_emr6;parked document posting [ customers ];;;AN_NP;post;;parked document;true;;(ROOT (SINV (VP (VBD parked) (NP (NN document)) (S (VP (VBG posting) (NP (JJ -LSB-) (NNS customers))))) (NP (NNP -RSB-))))
173;1Ex_esd0;parked document posting [ vendors ];;;AN_NP;post;;parked document;true;;(ROOT (SINV (VP (VBD parked) (NP (NN document)) (S (VP (VBG posting) (NP (JJ -LSB-) (NNS vendors))))) (NP (NNP -RSB-))))
113;1Er_hhi9;plan cost assessment;;;AN_NP;assess;;plan costs;true;;(ROOT (S (VP (VB plan) (NP (NN cost) (NN assessment)))))
20;1An_ks6c;manual funds reduction;;;AN_NP;reduce;manual;funds;false;;(ROOT (NP (JJ manual) (NNS funds) (NN reduction)))
27;1An_l2cf;manual funds reduction;;;AN_NP;reduce;manual;funds;false;;(ROOT (NP (JJ manual) (NNS funds) (NN reduction)))
123;1Er_ixso;manual funds reduction;;;AN_NP;reduce;manual;funds;false;;(ROOT (NP (JJ manual) (NNS funds) (NN reduction)))
20;1An_ks6c;manual funds reservation;;;AN_NP;reduce;manual;funds;false;;(ROOT (NP (JJ manual) (NNS funds) (NN reservation)))
27;1An_l2cf;manual funds reservation;;;AN_NP;reduce;manual;funds;false;;(ROOT (NP (JJ manual) (NNS funds) (NN reservation)))
123;1Er_ixso;manual funds reservation;;;AN_NP;reduce;manual;funds;false;;(ROOT (NP (JJ manual) (NNS funds) (NN reservation)))
480;1Un_jh6h;plan cost assessment;;;AN_NP;assess;;plan cost;true;;(ROOT (S (VP (VB plan) (NP (NN cost) (NN assessment)))))
113;1Er_hhi9;plan cost distribution;;;AN_NP;distribute;;plan cost;true;;(ROOT (S (VP (VB plan) (NP (NN cost) (NN distribution)))))
480;1Un_jh6h;plan cost distribution;;;AN_NP;distribute;;plan cost;true;;(ROOT (S (VP (VB plan) (NP (NN cost) (NN distribution)))))
317;1Pr_1kwn;planning scenario processing;;;AN_NP;process;;planning scenario;true;;(ROOT (S (VP (VBG planning) (NP (NN scenario) (NN processing)))))
113;1Er_hhi9;manual planning of statistical key figures;;;AN_OF;plan;manual;statistical key figures;false;;(ROOT (NP (JJ manual) (NN planning) (PP (IN of) (NP (JJ statistical) (JJ key) (NNS figures)))))
480;1Un_jh6h;manual planning of statistical key figures;;;AN_OF;plan;manual;statistical key figures;false;;(ROOT (NP (JJ manual) (NN planning) (PP (IN of) (NP (JJ statistical) (JJ key) (NNS figures)))))
111;1Er_h8hr;manual profit center planning;;;AN_NP;plan;manual;profit center;false;;(ROOT (FRAG (NP (NN manual) (NN profit) (NN center) (NN planning))))
478;1Un_japr;manual profit center planning;;;AN_NP;plan;manual;profit center;false;;(ROOT (FRAG (NP (NN manual) (NN profit) (NN center) (NN planning))))
481;1Un_jqw9;planning scenario processing;;;AN_NP;process;;planning scenario;true;;(ROOT (S (VP (VBG planning) (NP (NN scenario) (NN processing)))))
350;1Pr_afh-;plant assignment distribution;;;AN_NP;distribute;;plant assignment;true;;(ROOT (S (VP (VB plant) (NP (NN assignment) (NN distribution)))))
109;1Er_h4x3;manual sales planning;;;AN_NP;plan;manual;sales;false;;(ROOT (NP (JJ manual) (NNS sales) (NN planning)))
476;1Un_j7jq;manual sales planning;;;AN_NP;plan;manual;sales;false;;(ROOT (NP (JJ manual) (NNS sales) (NN planning)))
349;1Pr_aag-;manual sending of pdm objects;;;AN_OF;send;manual;pdm objects;false;;(ROOT (FRAG (ADJP (JJ manual)) (S (VP (VBG sending) (PP (IN of) (NP (NN pdm) (NNS objects)))))))
21;1An_kv7b;manual wbs date planning;;;AN_NP;plan;manual;wbs date;false;;(ROOT (FRAG (NP (NN manual) (NN wbs) (NN date) (NN planning))))
385;1Pr_dtjg;manual wbs date planning;;;AN_NP;plan;manual;wbs date;false;;(ROOT (FRAG (NP (NN manual) (NN wbs) (NN date) (NN planning))))
1;1An_kazo;mass change;;;AN_NP;change;;mass;false;;(ROOT (NP (JJ mass) (NN change)))
2;1An_kc5k;mass change;;;AN_NP;change;;mass;false;;(ROOT (NP (JJ mass) (NN change)))
36;1An_l89b;mass change;;;AN_NP;change;;mass;false;;(ROOT (NP (JJ mass) (NN change)))
37;1An_l8wo;mass change;;;AN_NP;change;;mass;false;;(ROOT (NP (JJ mass) (NN change)))
16;1An_kmy0;mass change for appropriation requests;;;AN_NP;mass;;change;false;;(ROOT (NP (JJ mass) (NN change) (PP (IN for) (NP (NN appropriation) (NNS requests)))))
23;1An_kyxa;mass change for appropriation requests;;;AN_NP;mass;;change;false;;(ROOT (NP (JJ mass) (NN change) (PP (IN for) (NP (NN appropriation) (NNS requests)))))
3;1An_kefi;mass retirement;;;AN_NP;retire;;mass;false;;(ROOT (NP (JJ mass) (NN retirement)))
483;1Un_jwkf;master data;;;NA;;;master data;false;;(ROOT (NP (NN master) (NNS data)))
494;1Un_k89c;master data;;;NA;;;master data;false;;(ROOT (NP (NN master) (NNS data)))
483;1Un_jwkf;master data hierarchy;;;NA;;;master data hierarchy;false;;(ROOT (NP (NN master) (NNS data) (NN hierarchy)))
494;1Un_k89c;master data hierarchy;;;NA;;;master data hierarchy;false;;(ROOT (NP (NN master) (NNS data) (NN hierarchy)))
132;1Ex_e1oz;master data maintenance;;;AN_NP;maintain;;master data;false;;(ROOT (NP (NN master) (NNS data) (NN maintenance)))
603;1Wa_nuwn;master data processing ( store );;;AN_NP;process;;master data;false;;(ROOT (NP (NN master) (NN data) (NN processing) (PRN (-LRB- -LRB-) (NP (NN store)) (-RRB- -RRB-))))
430;1Tr_f0xm;posting release;;;AN_NP;release;;posting;true;;(ROOT (S (VP (VBG posting) (NP (NN release)))))
445;1Tr_g5h8;posting release;;;AN_NP;release;;posting;true;;(ROOT (S (VP (VBG posting) (NP (NN release)))))
316;1Pr_1j5k;master production scheduling - evaluation;;;AN_IRR;schedule;;master production;false;;(ROOT (NP (NN master) (NN production) (NN scheduling) (: -) (NN evaluation)))
328;1Pr_1sgy;master production scheduling - evaluation;;;AN_IRR;schedule;;master production;false;;(ROOT (NP (NN master) (NN production) (NN scheduling) (: -) (NN evaluation)))
481;1Un_jqw9;master production scheduling - evaluation;;;AN_IRR;schedule;;master production;false;;(ROOT (NP (NN master) (NN production) (NN scheduling) (: -) (NN evaluation)))
316;1Pr_1j5k;master production scheduling - interactive;;;AN_IRR;schedule;;master production;false;;(ROOT (NP (NN master) (NN production) (NN scheduling) (: -) (JJ interactive)))
328;1Pr_1sgy;master production scheduling - interactive;;;AN_IRR;schedule;;master production;false;;(ROOT (NP (NN master) (NN production) (NN scheduling) (: -) (JJ interactive)))
316;1Pr_1j5k;master production scheduling - single-item;;;AN_IRR;schedule;;master production;false;;(ROOT (NP (NN master) (NN production) (NN scheduling) (: -) (NN single-item)))
328;1Pr_1sgy;master production scheduling - single-item;;;AN_IRR;schedule;;master production;false;;(ROOT (NP (NN master) (NN production) (NN scheduling) (: -) (NN single-item)))
316;1Pr_1j5k;master production scheduling - total planning;;;AN_IRR;schedule;;master production;false;;(ROOT (NP (NN master) (NN production) (NN scheduling) (: -) (JJ total) (NN planning)))
481;1Un_jqw9;master production scheduling - total planning;;;AN_IRR;schedule;;master production;false;;(ROOT (NP (NN master) (NN production) (NN scheduling) (: -) (JJ total) (NN planning)))
129;1Ex_dy43;matching line item totals;;;AN_ING;match;;line item totals;false;;(ROOT (NP (JJ matching) (NN line) (NN item) (NNS totals)))
381;1Pr_dq8m;material assignment to activities;;;AN_NP;assign;;material;false;;(ROOT (NP (NN material) (NN assignment) (PP (TO to) (NP (NNS activities)))))
350;1Pr_afh-;material bom distribution;;;AN_NP;distribute;;bom materially;false;;(ROOT (FRAG (NP (JJ material) (NN bom) (NN distribution))))
310;1Pr_10om;material bom processing;;;AN_NP;process;;material bom;false;;(ROOT (FRAG (NP (JJ material) (NN bom) (NN processing))))
405;1Pr_smx-;material bom processing;;;AN_NP;process;;material bom;false;;(ROOT (FRAG (NP (JJ material) (NN bom) (NN processing))))
325;1Pr_1p5s;material forecast;;;AN_NP;forecast;;material;false;;(ROOT (NP (NN material) (NN forecast)))
89;1En_cmrh;material master;;;NA;;;material master;false;;(ROOT (NP (NN material) (NN master)))
101;1En_cr6d;material master;;;NA;;;material master;false;;(ROOT (NP (NN material) (NN master)))
105;1En_cthd;material master;;;NA;;;material master;false;;(ROOT (NP (NN material) (NN master)))
144;1Ex_e7kd;material master change ( bi for price change );;;AN_NP;change;;material master;false;;(ROOT (NP (NN material) (NN master) (NN change) (PRN (-LRB- -LRB-) (NP (NN bi) (PP (IN for) (NP (NN price) (NN change)))) (-RRB- -RRB-))))
350;1Pr_afh-;material master distribution;;;AN_NP;distribute;;material master;false;;(ROOT (FRAG (NP (JJ material) (NN master) (NN distribution))))
310;1Pr_10om;material master processing;;;AN_NP;process;;material master;false;;(ROOT (FRAG (NP (JJ material) (NN master) (NN processing))))
405;1Pr_smx-;material master processing;;;AN_NP;process;;material master;false;;(ROOT (FRAG (NP (JJ material) (NN master) (NN processing))))
90;1En_cmvz;material master processing eh+s;;;AN_IRR;process;;material master;false;;(ROOT (S (NP (NN material) (NN master) (NN processing) (NNP eh) (NNP +)) (VP (VBZ s))))
102;1En_crae;material master processing eh+s;;;AN_IRR;process;;material master;false;;(ROOT (S (NP (NN material) (NN master) (NN processing) (NNP eh) (NNP +)) (VP (VBZ s))))
106;1En_ctjd;material master processing eh+s;;;AN_IRR;process;;material master;false;;(ROOT (S (NP (NN material) (NN master) (NN processing) (NNP eh) (NNP +)) (VP (VBZ s))))
402;1Pr_qik-;material master processing via cad interface;;;AN_NP;process;;material master;false;;(ROOT (S (NP (NN material) (NN master) (NN processing) (PP (IN via) (NP (NN cad)))) (ADJP (JJ interface))))
187;1In_agyu;material movements;;;AN_NP;move;;material;false;;(ROOT (NP (JJ material) (NNS movements)))
203;1In_b19m;material movements;;;AN_NP;move;;material;false;;(ROOT (NP (JJ material) (NNS movements)))
211;1In_bb6y;material movements;;;AN_NP;move;;material;false;;(ROOT (NP (JJ material) (NNS movements)))
195;1In_apbf;material planning;;;AN_NP;plan;;material;false;;(ROOT (NP (NN material) (NN planning)))
197;1In_at4y;material planning;;;AN_NP;plan;;material;false;;(ROOT (NP (NN material) (NN planning)))
210;1In_b8et;material planning;;;AN_NP;plan;;material;false;;(ROOT (NP (NN material) (NN planning)))
219;1In_bip2;material planning;;;AN_NP;plan;;material;false;;(ROOT (NP (NN material) (NN planning)))
234;1Ku_9efq;material planning;;;AN_NP;plan;;material;false;;(ROOT (NP (NN material) (NN planning)))
249;1Ku_a1xs;material planning;;;AN_NP;plan;;material;false;;(ROOT (NP (NN material) (NN planning)))
118;1Er_icx1;material price determination;;;AN_NP;determine;;material price;false;;(ROOT (FRAG (NP (JJ material) (NN price) (NN determination))))
313;1Pr_1bt1;material requirements planning;;;AN_NP;plan;;material requirements;false;;(ROOT (NP (NN material) (NNS requirements) (NN planning)))
324;1Pr_1p3a;material requirements planning;;;AN_NP;plan;;material requirements;false;;(ROOT (NP (NN material) (NNS requirements) (NN planning)))
327;1Pr_1sct;material requirements planning;;;AN_NP;plan;;material requirements;false;;(ROOT (NP (NN material) (NNS requirements) (NN planning)))
381;1Pr_dq8m;material requirements planning;;;AN_NP;plan;;material requirements;false;;(ROOT (NP (NN material) (NNS requirements) (NN planning)))
315;1Pr_1gm8;material requirements planning - evaluation;;;AN_IRR;plan;;material requirements;false;;(ROOT (NP (NN material) (NNS requirements) (NN planning) (: -) (NN evaluation)))
326;1Pr_1qq7;material requirements planning - evaluation;;;AN_IRR;plan;;material requirements;false;;(ROOT (NP (NN material) (NNS requirements) (NN planning) (: -) (NN evaluation)))
329;1Pr_1vyc;material requirements planning - evaluation;;;AN_IRR;plan;;material requirements;false;;(ROOT (NP (NN material) (NNS requirements) (NN planning) (: -) (NN evaluation)))
481;1Un_jqw9;material requirements planning - evaluation;;;AN_IRR;plan;;material requirements;false;;(ROOT (NP (NN material) (NNS requirements) (NN planning) (: -) (NN evaluation)))
315;1Pr_1gm8;material requirements planning - individual;;;AN_IRR;plan;;material requirements;false;;(ROOT (NP (NN material) (NNS requirements) (NN planning) (: -) (NN individual)))
326;1Pr_1qq7;material requirements planning - individual;;;AN_IRR;plan;;material requirements;false;;(ROOT (NP (NN material) (NNS requirements) (NN planning) (: -) (NN individual)))
329;1Pr_1vyc;material requirements planning - individual;;;AN_IRR;plan;;material requirements;false;;(ROOT (NP (NN material) (NNS requirements) (NN planning) (: -) (NN individual)))
329;1Pr_1vyc;material requirements planning - sales order-specific;;;AN_IRR;plan;;material requirements;false;;(ROOT (NP (NN material) (NNS requirements) (NN planning) (: -) (NNS sales) (NN order-specific)))
311;1Pr_18wm;material search;;;AN_NP;search;;materially;false;;(ROOT (NP (NN material) (NN search)))
344;1Pr_4bas;material staging;;;AN_NP;stage;;material;false;;(ROOT (NP (NN material) (NN staging)))
350;1Pr_afh-;material variant distribution;;;AN_NP;distribute;;material variant;false;;(ROOT (FRAG (NP (JJ material) (NN variant) (NN distribution))))
310;1Pr_10om;material variant processing;;;AN_NP;process;;material variant;false;;(ROOT (FRAG (NP (JJ material) (NN variant) (NN processing))))
396;1Pr_jfy-;material / serial number processing;;;AN_NP;process;;material number, serial number;false;;(ROOT (NP (NN material) (NNS \/) (JJ serial) (NN number) (NN processing)))
358;1Pr_d1ur;materials procurement and service processing;;;AN_NP;procure, process;;materials, service;false;;(ROOT (NP (NNS materials) (NN procurement) (CC and) (NN service) (NN processing)))
15;1An_kmmd;measure planning;;;AN_NP;plan;;measure;false;;(ROOT (NP (NN measure) (NN planning)))
22;1An_kynn;measure planning;;;AN_NP;plan;;measure;false;;(ROOT (NP (NN measure) (NN planning)))
15;1An_kmmd;measure processing;;;AN_NP;process;;measure;false;;(ROOT (NP (NN measure) (NN processing)))
22;1An_kynn;measure processing;;;AN_NP;process;;measure;false;;(ROOT (NP (NN measure) (NN processing)))
191;1In_aklk;measurement document archiving;;;AN_NP;archive;;measurement document;false;;(ROOT (FRAG (NP (NN measurement) (NN document)) (S (VP (VBG archiving)))))
200;1In_awpb;measurement document archiving;;;AN_NP;archive;;measurement document;false;;(ROOT (FRAG (NP (NN measurement) (NN document)) (S (VP (VBG archiving)))))
207;1In_b3z3;measurement document archiving;;;AN_NP;archive;;measurement document;false;;(ROOT (FRAG (NP (NN measurement) (NN document)) (S (VP (VBG archiving)))))
215;1In_be6n;measurement document archiving;;;AN_NP;archive;;measurement document;false;;(ROOT (FRAG (NP (NN measurement) (NN document)) (S (VP (VBG archiving)))))
230;1Ku_97uj;measurement document archiving;;;AN_NP;archive;;measurement document;false;;(ROOT (FRAG (NP (NN measurement) (NN document)) (S (VP (VBG archiving)))))
243;1Ku_9soy;measurement document archiving;;;AN_NP;archive;;measurement document;false;;(ROOT (FRAG (NP (NN measurement) (NN document)) (S (VP (VBG archiving)))))
184;1Im_lhqh;measurement document creation;;;AN_NP;create;;measurement document;false;;(ROOT (NP (NN measurement) (NN document) (NN creation)))
191;1In_aklk;measurement document processing;;;AN_NP;process;;measurement document;false;;(ROOT (NP (NN measurement) (NN document) (NN processing)))
200;1In_awpb;measurement document processing;;;AN_NP;process;;measurement document;false;;(ROOT (NP (NN measurement) (NN document) (NN processing)))
207;1In_b3z3;measurement document processing;;;AN_NP;process;;measurement document;false;;(ROOT (NP (NN measurement) (NN document) (NN processing)))
215;1In_be6n;measurement document processing;;;AN_NP;process;;measurement document;false;;(ROOT (NP (NN measurement) (NN document) (NN processing)))
230;1Ku_97uj;measurement document processing;;;AN_NP;process;;measurement document;false;;(ROOT (NP (NN measurement) (NN document) (NN processing)))
243;1Ku_9soy;measurement document processing;;;AN_NP;process;;measurement document;false;;(ROOT (NP (NN measurement) (NN document) (NN processing)))
95;1En_cpo4;medical service processing;;;AN_NP;process;;medical service;false;;(ROOT (FRAG (NP (JJ medical) (NN service) (NN processing))))
576;1Ve_m3da;message to employee about compensation adjustment;;;NA;;;message;false;;(ROOT (NP (NN message) (PP (TO to) (NP (NN employee))) (PP (IN about) (NP (NN compensation) (NN adjustment)))))
450;1Tr_g866;posting release;;;AN_NP;release;;posting;true;;(ROOT (S (VP (VBG posting) (NP (NN release)))))
184;1Im_lhqh;ml-tape creation;;;AN_NP;create;;ml-tape;false;;(ROOT (NP (JJ ml-tape) (NN creation)))
185;1Im_ljm4;modernization measure processing;;;AN_NP;process;;modernization measure;false;;(ROOT (NP (NN modernization) (NN measure) (NN processing)))
187;1In_agyu;modification of technical systems;;;AN_OF;modify;;technical systems;false;;(ROOT (NP (NN modification) (PP (IN of) (NP (JJ technical) (NNS systems)))))
203;1In_b19m;modification of technical systems;;;AN_OF;modify;;technical systems;false;;(ROOT (NP (NN modification) (PP (IN of) (NP (JJ technical) (NNS systems)))))
211;1In_bb6y;modification of technical systems;;;AN_OF;modify;;technical systems;false;;(ROOT (NP (NN modification) (PP (IN of) (NP (JJ technical) (NNS systems)))))
578;1Ve_m40o;monitoring of budget planning;;;AN_OF;monitor;;budget planning;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (NN budget) (NN planning)))))
580;1Ve_m4a0;monitoring of budget planning;;;AN_OF;monitor;;budget planning;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (NN budget) (NN planning)))))
283;1Pe_ly3r;monitoring of career planning;;;AN_OF;monitor;;career planning;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (NN career) (NN planning)))))
43;1Ar_m7re;monitoring of enterprise benefits system;;;AN_OF;monitor;;enterprise benefits system;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (NN enterprise) (NNS benefits))) (NN system)))
45;1Ar_m8ew;monitoring of enterprise benefits system;;;AN_OF;monitor;;enterprise benefits system;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (NN enterprise) (NNS benefits))) (NN system)))
283;1Pe_ly3r;monitoring of individual personnel development planning;;;AN_OF;monitor;;individual personnel development planning;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (JJ individual) (NNS personnel))) (NN development) (NN planning)))
505;1Ve_4mai;monitoring of legal control regulations;;;AN_OF;monitor;;legal control regulations;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (JJ legal) (NN control) (NNS regulations)))))
244;1Ku_9vyx;monitoring of legal controls;;;AN_OF;monitor;;legal controls;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (JJ legal) (NNS controls)))))
255;1Ku_aa4c;monitoring of legal controls;;;AN_OF;monitor;;legal controls;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (JJ legal) (NNS controls)))))
582;1Ve_m4y2;monitoring of long-term incentives program;;;AN_OF;monitor;;long-term incentives program;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (JJ long-term) (NNS incentives))) (NN program)))
584;1Ve_m5og;monitoring of long-term incentives program;;;AN_OF;monitor;;long-term incentives program;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (JJ long-term) (NNS incentives))) (NN program)))
286;1Pe_m0q9;monitoring of personnel appraisal;;;AN_OF;monitor;;personnel appraisal;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (JJ personnel) (NN appraisal)))))
288;1Pe_m1h0;monitoring of personnel appraisal;;;AN_OF;monitor;;personnel appraisal;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (JJ personnel) (NN appraisal)))))
265;1Or_lp64;monitoring of personnel change planning;;;AN_OF;monitor;;personnel change planning;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (JJ personnel) (NN change) (NN planning)))))
281;1Pe_lx1m;monitoring of personnel development planning;;;AN_OF;monitor;;personnel development planning;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (JJ personnel) (NN development) (NN planning)))))
263;1Or_lojl;monitoring of personnel staff and change planning;;;AN_OF;monitor;;personnel staff, change planning;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (JJ personnel) (NN staff) (CC and) (NN change) (NN planning)))))
265;1Or_lp64;monitoring of personnel staff planning;;;AN_OF;monitor;;personnel staff planning;false;;(ROOT (NP (NN monitoring) (PP (IN of) (NP (JJ personnel) (NN staff) (NN planning)))))
454;1Tr_gcc2;posting release;;;AN_NP;release;;posting;true;;(ROOT (S (VP (VBG posting) (NP (NN release)))))
458;1Tr_gezc;posting release;;;AN_NP;release;;posting;true;;(ROOT (S (VP (VBG posting) (NP (NN release)))))
463;1Tr_gifu;posting release;;;AN_NP;release;;posting;true;;(ROOT (S (VP (VBG posting) (NP (NN release)))))
467;1Tr_gl74;posting release;;;AN_NP;release;;posting;true;;(ROOT (S (VP (VBG posting) (NP (NN release)))))
471;1Tr_gnli;posting release;;;AN_NP;release;;posting;true;;(ROOT (S (VP (VBG posting) (NP (NN release)))))
474;1Tr_gq9g;posting release;;;AN_NP;release;;posting;true;;(ROOT (S (VP (VBG posting) (NP (NN release)))))
113;1Er_hhi9;process cost planning;;;AN_NP;plan;;process cost;true;;(ROOT (S (VP (VB process) (NP (NN cost) (NN planning)))))
480;1Un_jh6h;process cost planning;;;AN_NP;plan;;process cost;true;;(ROOT (S (VP (VB process) (NP (NN cost) (NN planning)))))
338;1Pr_43cw;process data documentation / process order completion;;;AN_NP;document, complete;;process data, process order;true;;(ROOT (SINV (VP (VBP process) (NP (NN data) (NN documentation))) (NP (CD \/) (NN process) (NN order) (NN completion))))
342;1Pr_47ww;process order confirmation;;;AN_NP;confirm;;process order;true;;(ROOT (S (VP (VB process) (NP (NN order) (NN confirmation)))))
21;1An_kv7b;network cost planning ( relevant to ps );;;AN_NP;plan;;network cost;false;;(ROOT (NP (NN network) (NN cost) (NN planning) (PRN (-LRB- -LRB-) (ADJP (JJ relevant) (PP (TO to) (NP (NN ps)))) (-RRB- -RRB-))))
439;1Tr_fy8q;new transactions;;;NA;;;new transactions;false;;(ROOT (NP (JJ new) (NNS transactions)))
603;1Wa_nuwn;non-cash payment ( store );;;NA;;;non-cash payment;false;;(ROOT (NP (JJ non-cash) (NN payment) (PRN (-LRB- -LRB-) (NP (NN store)) (-RRB- -RRB-))))
489;1Un_k30q;non-integrated financial data transfer by flexible upload;;;AN_NP;transfer;;non-integrated additional financial data;false;;(ROOT (NP (JJ non-integrated) (JJ financial) (NNS data) (NN transfer) (PP (IN by) (NP (JJ flexible) (NN upload)))))
489;1Un_k30q;non-integrated financial data transfer by offline entry;;;AN_NP;transfer;;non-integrated additional financial data;false;;(ROOT (NP (JJ non-integrated) (JJ financial) (NNS data) (NN transfer) (PP (IN by) (NP (JJ offline) (NN entry)))))
489;1Un_k30q;non-integrated financial data transfer by online entry;;;AN_NP;transfer;;non-integrated additional financial data;false;;(ROOT (NP (JJ non-integrated) (JJ financial) (NNS data) (NN transfer) (PP (IN by) (NP (JJ online) (NN entry)))))
392;1Pr_fx--;non-order-specific trigger;;;NA;;;non-order-specific trigger;false;;(ROOT (NP (JJ non-order-specific) (NN trigger)))
447;1Tr_g68b;notice;;;NA;;;notice;false;;(ROOT (NP (NN notice)))
182;1Im_lcn5;notice processing;;;AN_NP;process;;notice;false;;(ROOT (NP (NN notice) (NN processing)))
187;1In_agyu;notification;;;AN_NP;notify;;;false;;(ROOT (NP (NN notification)))
203;1In_b19m;notification;;;AN_NP;notify;;;false;;(ROOT (NP (NN notification)))
211;1In_bb6y;notification;;;AN_NP;notify;;;false;;(ROOT (NP (NN notification)))
591;1Ve_musj;notification;;;AN_NP;notify;;;false;;(ROOT (NP (NN notification)))
188;1In_ahnr;notification archiving;;;AN_NP;archive;;notification;false;;(ROOT (NP (NN notification) (NN archiving)))
226;1Ku_91bx;notification archiving;;;AN_NP;archive;;notification;false;;(ROOT (NP (NN notification) (NN archiving)))
250;1Ku_a4cg;notification archiving;;;AN_NP;archive;;notification;false;;(ROOT (NP (NN notification) (NN archiving)))
259;1Ku_afas;notification archiving;;;AN_NP;archive;;notification;false;;(ROOT (NP (NN notification) (NN archiving)))
409;1Qu_bs1c;notification archiving;;;AN_NP;archive;;notification;false;;(ROOT (NP (NN notification) (NN archiving)))
418;1Qu_c7do;notification archiving;;;AN_NP;archive;;notification;false;;(ROOT (NP (NN notification) (NN archiving)))
424;1Qu_ci6z;notification archiving;;;AN_NP;archive;;notification;false;;(ROOT (NP (NN notification) (NN archiving)))
409;1Qu_bs1c;notification creation on intranet;;;AN_NP;create;;notification;false;;(ROOT (NP (NN notification) (NN creation) (PP (IN on) (NP (NN intranet)))))
418;1Qu_c7do;notification creation on intranet;;;AN_NP;create;;notification;false;;(ROOT (NP (NN notification) (NN creation) (PP (IN on) (NP (NN intranet)))))
424;1Qu_ci6z;notification creation on intranet;;;AN_NP;create;;notification;false;;(ROOT (NP (NN notification) (NN creation) (PP (IN on) (NP (NN intranet)))))
188;1In_ahnr;notification creation / processing;;;AN_NP;create, process;;notification;false;;(ROOT (FRAG (NP (NN notification) (NN creation) (NN \/) (NN processing))))
204;1In_b1vj;notification creation / processing;;;AN_NP;create, process;;notification;false;;(ROOT (FRAG (NP (NN notification) (NN creation) (NN \/) (NN processing))))
220;1In_blhp;notification creation / processing;;;AN_NP;create, process;;notification;false;;(ROOT (FRAG (NP (NN notification) (NN creation) (NN \/) (NN processing))))
589;1Ve_m6rs;notification of approval of exercise of rights;;;AN_OF;notify;;approval;false;;(ROOT (NP (NN notification) (PP (IN of) (NP (NN approval))) (PP (IN of) (NP (NN exercise) (PP (IN of) (NP (NNS rights)))))))
585;1Ve_m5rc;notification of approval of sales order;;;AN_OF;notify;;approval;false;;(ROOT (NP (NN notification) (PP (IN of) (NP (NN approval))) (PP (IN of) (NP (NNS sales) (NN order)))))
593;1Ve_mvwz;notification of business event management;;;AN_OF;notify;;business event management;false;;(ROOT (NP (NN notification) (PP (IN of) (NP (NN business) (NN event) (NN management)))))
289;1Pe_m1rw;notification of personnel appraisal results to those involved;;;AN_OF;notify;;personnel appraisal results;false;;(ROOT (S (NP (NN notification) (PP (IN of) (NP (JJ personnel) (NN appraisal) (NNS results) (PP (TO to) (NP (DT those)))))) (ADJP (JJ involved))))
277;1Pe_lv0n;notification of rejection of application;;;AN_OF;notify;;rejection;false;;(ROOT (NP (NN notification) (PP (IN of) (NP (NN rejection))) (PP (IN of) (NP (NN application)))))
589;1Ve_m6rs;notification of rejection of exercise of rights;;;AN_OF;notify;;rejection;false;;(ROOT (NP (NN notification) (PP (IN of) (NP (NN rejection))) (PP (IN of) (NP (NN exercise) (PP (IN of) (NP (NNS rights)))))))
585;1Ve_m5rc;notification of rejection of sales order;;;AN_OF;notify;;rejection;false;;(ROOT (NP (NN notification) (PP (IN of) (NP (NN rejection))) (PP (IN of) (NP (NNS sales) (NN order)))))
